GEOID,NAMELSAD,population,tract_area_sq_mi,light_duty_vehicles_population_weighted,ev_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_population_weighted,is_benchmark_20to100,is_above_standard_gt100,is_below_standard_lt20,application_group,predicted_target_evse_count,current_total_evse,planning_gap_evse_non_benchmark_only,planning_gap_bin,gap_map_class,benchmark_map_class
06037213201,Census Tract 2132.01,4086,0.13,2057.95,73.96,0.49,False,False,True,below_standard_gap_application,60.0,1.0,59.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037213202,Census Tract 2132.02,3540,0.13,1782.95,64.07,0.0,False,False,True,below_standard_gap_application,55.0,0.0,55.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037502303,Census Tract 5023.03,8128,0.9,5518.44,156.6,2.9,False,False,True,below_standard_gap_application,189.0,16.0,173.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06037533204,Census Tract 5332.04,3972,0.27,2420.55,39.06,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037703003,Census Tract 7030.03,6047,0.78,4487.3,443.85,19.39,False,False,True,below_standard_gap_application,139.0,87.0,52.0,51-100,Gap 51-100 EVSE,"10-20 EVSE / 1,000 vehicles"
06037930400,Census Tract 9304,1212,577.03,744.92,30.84,0.0,False,False,True,below_standard_gap_application,38.0,0.0,38.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037242202,Census Tract 2422.02,2642,0.16,1576.32,21.15,0.63,False,False,True,below_standard_gap_application,51.0,1.0,50.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037128302,Census Tract 1283.02,4159,0.27,2802.09,203.01,0.0,False,False,True,below_standard_gap_application,78.0,0.0,78.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037134306,Census Tract 1343.06,3560,0.24,2462.86,179.89,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037119320,Census Tract 1193.20,4160,0.19,2746.92,93.65,14.56,False,False,True,below_standard_gap_application,75.0,40.0,35.0,26-50,Gap 26-50 EVSE,"10-20 EVSE / 1,000 vehicles"
06037920326,Census Tract 9203.26,6971,28.32,5696.01,1007.39,0.7,False,False,True,below_standard_gap_application,221.0,4.0,217.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037294520,Census Tract 2945.20,3493,0.19,2308.53,36.26,0.43,False,False,True,below_standard_gap_application,65.0,1.0,64.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037573202,Census Tract 5732.02,6426,0.25,3943.76,155.04,0.0,False,False,True,below_standard_gap_application,113.0,0.0,113.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037599100,Census Tract 5991,554,554.37,156.37,3.23,0.0,False,False,True,below_standard_gap_application,31.0,0.0,31.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037460001,Census Tract 4600.01,1790,2.01,1392.45,155.08,0.0,False,False,True,below_standard_gap_application,48.0,0.0,48.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037554511,Census Tract 5545.11,3620,0.91,3105.98,319.8,6.76,False,False,True,below_standard_gap_application,87.0,21.0,66.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06037408503,Census Tract 4085.03,6604,1.62,5285.6,431.59,0.76,False,False,True,below_standard_gap_application,180.0,4.0,176.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037243001,Census Tract 2430.01,3501,0.13,2093.42,31.37,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037242201,Census Tract 2422.01,3869,0.16,2308.4,30.98,0.0,False,False,True,below_standard_gap_application,65.0,0.0,65.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037533504,Census Tract 5335.04,3743,0.16,2282.36,36.94,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037403328,Census Tract 4033.28,5347,1.08,4463.96,590.09,0.0,False,False,True,below_standard_gap_application,140.0,0.0,140.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037131021,Census Tract 1310.21,3202,0.22,2292.7,121.39,0.0,False,False,True,below_standard_gap_application,65.0,0.0,65.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037113238,Census Tract 1132.38,4171,0.27,2885.56,210.76,0.0,False,False,True,below_standard_gap_application,80.0,0.0,80.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037113428,Census Tract 1134.28,4137,0.49,2965.29,173.11,0.0,False,False,True,below_standard_gap_application,82.0,0.0,82.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037113423,Census Tract 1134.23,2739,0.27,1958.13,116.64,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037119801,Census Tract 1198.01,2601,0.24,1914.68,46.28,0.0,False,False,True,below_standard_gap_application,57.0,0.0,57.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037980035,Census Tract 9800.35,758,6.16,625.77,44.04,78.3,True,False,False,benchmark_training_standard,37.0,49.0,,,Benchmark standard 20-100,"50-100 EVSE / 1,000 vehicles"
06037119004,Census Tract 1190.04,2708,0.33,1993.45,48.18,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037134906,Census Tract 1349.06,2888,0.07,1821.5,94.77,0.0,False,False,True,below_standard_gap_application,55.0,0.0,55.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037101222,Census Tract 1012.22,2290,0.11,1854.52,157.87,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037103201,Census Tract 1032.01,4275,0.75,3272.72,300.59,0.0,False,False,True,below_standard_gap_application,92.0,0.0,92.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037320102,Census Tract 3201.02,3715,0.47,2718.63,68.28,1.1,False,False,True,below_standard_gap_application,74.0,3.0,71.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037501301,Census Tract 5013.01,3065,0.33,2182.8,83.89,0.0,False,False,True,below_standard_gap_application,62.0,0.0,62.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037408213,Census Tract 4082.13,5469,0.6,4684.47,438.15,0.43,False,False,True,below_standard_gap_application,147.0,2.0,145.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06001450603,Census Tract 4506.03,4651,1.51,3596.01,470.07,11.12,False,False,True,below_standard_gap_application,104.0,40.0,64.0,51-100,Gap 51-100 EVSE,"10-20 EVSE / 1,000 vehicles"
06067008910,Census Tract 89.10,3354,0.62,2608.35,115.66,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06067009004,Census Tract 90.04,3865,0.53,3101.26,109.9,0.0,False,False,True,below_standard_gap_application,84.0,0.0,84.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037213310,Census Tract 2133.10,2660,0.12,1339.73,48.15,7.46,False,False,True,below_standard_gap_application,47.0,10.0,37.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037213320,Census Tract 2133.20,2341,0.12,1179.06,42.37,0.0,False,False,True,below_standard_gap_application,45.0,0.0,45.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06067008911,Census Tract 89.11,2709,0.21,2106.75,93.42,0.0,False,False,True,below_standard_gap_application,61.0,0.0,61.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06067008913,Census Tract 89.13,4657,1.73,3621.68,160.59,0.0,False,False,True,below_standard_gap_application,101.0,0.0,101.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037213401,Census Tract 2134.01,4457,0.08,2244.8,80.67,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037214700,Census Tract 2147,2677,0.23,1707.9,251.1,0.0,False,False,True,below_standard_gap_application,54.0,0.0,54.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037214800,Census Tract 2148,2985,0.22,1904.41,279.99,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037216100,Census Tract 2161,2179,0.26,1283.64,103.58,0.0,False,False,True,below_standard_gap_application,46.0,0.0,46.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037216700,Census Tract 2167,3519,0.3,1973.53,249.88,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06067009503,Census Tract 95.03,2760,1.46,2092.99,53.22,1.91,False,False,True,below_standard_gap_application,60.0,4.0,56.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06067009502,Census Tract 95.02,7969,4.02,6043.14,153.67,0.0,False,False,True,below_standard_gap_application,223.0,0.0,223.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06067009504,Census Tract 95.04,3279,0.86,2486.57,63.23,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037980031,Census Tract 9800.31,972,10.02,587.73,19.43,17.01,False,False,True,below_standard_gap_application,36.0,10.0,26.0,26-50,Gap 26-50 EVSE,"10-20 EVSE / 1,000 vehicles"
06037980033,Census Tract 9800.33,21,11.06,11.77,0.81,4078.54,False,True,False,above_standard_excluded,30.0,48.0,,,"高于标准 >100, excluded",">100 EVSE / 1,000 vehicles"
06037980025,Census Tract 9800.25,483,1.5,374.44,16.09,24.04,True,False,False,benchmark_training_standard,34.0,9.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06037980028,Census Tract 9800.28,0,7.62,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,209.0,,,"No vehicle-ratio data, excluded",
06037980022,Census Tract 9800.22,0,2.49,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,0.0,,,"No vehicle-ratio data, excluded",
06037980030,Census Tract 9800.30,0,2.02,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,0.0,,,"No vehicle-ratio data, excluded",
06037408703,Census Tract 4087.03,5326,6.61,4505.91,434.98,0.0,False,False,True,below_standard_gap_application,139.0,0.0,139.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037408722,Census Tract 4087.22,3963,0.81,3394.51,317.5,0.0,False,False,True,below_standard_gap_application,95.0,0.0,95.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037980038,Census Tract 9800.38,0,1.74,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,4.0,,,"No vehicle-ratio data, excluded",
06037980036,Census Tract 9800.36,557,3.38,439.41,19.94,0.0,False,False,True,below_standard_gap_application,34.0,0.0,34.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037980039,Census Tract 9800.39,0,0.53,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,106.0,,,"No vehicle-ratio data, excluded",
06037980023,Census Tract 9800.23,63,2.02,46.2,4.11,0.0,False,False,True,below_standard_gap_application,30.0,0.0,30.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037910214,Census Tract 9102.14,5692,1.7,4282.11,241.84,0.47,False,False,True,below_standard_gap_application,127.0,2.0,125.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037910218,Census Tract 9102.18,4437,6.47,3248.92,158.7,18.47,False,False,True,below_standard_gap_application,89.0,60.0,29.0,26-50,Gap 26-50 EVSE,"10-20 EVSE / 1,000 vehicles"
06037910216,Census Tract 9102.16,4819,1.08,3625.35,204.75,0.0,False,False,True,below_standard_gap_application,102.0,0.0,102.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06031981800,Census Tract 9818,3365,0.88,2358.85,19.93,0.0,False,False,True,below_standard_gap_application,65.0,0.0,65.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06001450604,Census Tract 4506.04,4843,0.82,4449.5,611.63,1.35,False,False,True,below_standard_gap_application,139.0,6.0,133.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06001450605,Census Tract 4506.05,3895,0.68,3870.9,542.56,9.56,False,False,True,below_standard_gap_application,114.0,37.0,77.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06065030300,Census Tract 303,4390,0.96,3247.85,118.97,32.33,True,False,False,benchmark_training_standard,89.0,105.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06065030400,Census Tract 304,6319,1.06,3677.24,160.7,0.54,False,False,True,below_standard_gap_application,104.0,2.0,102.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06065030501,Census Tract 305.01,5110,0.73,2973.68,129.95,0.0,False,False,True,below_standard_gap_application,82.0,0.0,82.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06035040200,Census Tract 402,2481,762.95,1857.83,11.01,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06035040500,Census Tract 405,2910,58.02,2514.68,9.69,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06035040100,Census Tract 401,1289,2941.03,1246.91,2.78,0.0,False,False,True,below_standard_gap_application,46.0,0.0,46.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06035040400,Census Tract 404,6093,153.62,1614.71,6.49,0.0,False,False,True,below_standard_gap_application,52.0,0.0,52.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06035040302,Census Tract 403.02,4660,91.87,3697.79,11.8,0.27,False,False,True,below_standard_gap_application,102.0,1.0,101.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06035040600,Census Tract 406,3640,600.04,1854.75,1.26,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06011000302,Census Tract 3.02,2592,327.2,2173.05,14.54,0.0,False,False,True,below_standard_gap_application,61.0,0.0,61.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06011000301,Census Tract 3.01,4197,40.73,3786.62,26.89,4.75,False,False,True,below_standard_gap_application,104.0,18.0,86.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037532102,Census Tract 5321.02,3618,0.39,2610.46,94.96,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037480201,Census Tract 4802.01,3689,0.59,2650.49,277.8,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037430501,Census Tract 4305.01,4231,1.82,3283.58,350.98,0.0,False,False,True,below_standard_gap_application,92.0,0.0,92.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065040901,Census Tract 409.01,8410,0.8,5594.5,181.01,0.0,False,False,True,below_standard_gap_application,195.0,0.0,195.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06065040903,Census Tract 409.03,3059,0.33,2034.91,65.84,0.0,False,False,True,below_standard_gap_application,59.0,0.0,59.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065040904,Census Tract 409.04,3918,0.48,2606.33,84.33,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037213402,Census Tract 2134.02,4335,0.15,2183.36,78.46,1.37,False,False,True,below_standard_gap_application,63.0,3.0,60.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037214000,Census Tract 2140,3736,0.39,2235.69,285.27,0.45,False,False,True,below_standard_gap_application,65.0,1.0,64.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037214100,Census Tract 2141,4138,0.43,2366.91,260.82,0.0,False,False,True,below_standard_gap_application,68.0,0.0,68.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037214400,Census Tract 2144,2981,0.13,1783.89,227.62,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06067009005,Census Tract 90.05,3551,6.06,1892.17,70.46,6.34,False,False,True,below_standard_gap_application,57.0,12.0,45.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06067009006,Census Tract 90.06,5444,1.12,4368.24,154.79,0.46,False,False,True,below_standard_gap_application,129.0,2.0,127.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037216800,Census Tract 2168,3402,0.29,1922.01,244.13,1.56,False,False,True,below_standard_gap_application,59.0,3.0,56.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037551203,Census Tract 5512.03,4150,0.28,2842.19,99.47,0.0,False,False,True,below_standard_gap_application,78.0,0.0,78.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037551001,Census Tract 5510.01,3159,0.56,2257.75,107.61,8.42,False,False,True,below_standard_gap_application,64.0,19.0,45.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037550501,Census Tract 5505.01,3904,0.34,2994.9,180.58,0.0,False,False,True,below_standard_gap_application,82.0,0.0,82.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037276605,Census Tract 2766.05,2452,0.09,1627.55,192.89,0.61,False,False,True,below_standard_gap_application,53.0,1.0,52.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037276607,Census Tract 2766.07,2709,0.18,6337.34,1110.04,2.68,False,False,True,below_standard_gap_application,266.0,17.0,249.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06037550802,Census Tract 5508.02,2149,0.51,1531.45,72.06,5.22,False,False,True,below_standard_gap_application,50.0,8.0,42.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037217200,Census Tract 2172,3809,0.35,2329.53,162.76,1.29,False,False,True,below_standard_gap_application,66.0,3.0,63.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037218110,Census Tract 2181.10,3153,0.23,1928.33,134.73,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037218210,Census Tract 2182.10,4113,0.15,2515.45,175.75,0.0,False,False,True,below_standard_gap_application,71.0,0.0,71.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037218220,Census Tract 2182.20,3811,0.26,2332.3,162.53,0.0,False,False,True,below_standard_gap_application,66.0,0.0,66.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037218300,Census Tract 2183,4547,0.35,2805.67,189.3,0.0,False,False,True,below_standard_gap_application,78.0,0.0,78.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037650607,Census Tract 6506.07,2858,0.2,2192.81,191.98,0.0,False,False,True,below_standard_gap_application,63.0,0.0,63.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037131023,Census Tract 1310.23,2615,0.23,1875.04,97.73,0.53,False,False,True,below_standard_gap_application,56.0,1.0,55.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037131801,Census Tract 1318.01,3127,0.25,2242.16,116.86,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037240301,Census Tract 2403.01,2961,0.18,1632.99,24.6,0.61,False,False,True,below_standard_gap_application,52.0,1.0,51.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037500100,Census Tract 5001,3626,3.88,2880.15,166.58,0.0,False,False,True,below_standard_gap_application,79.0,0.0,79.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037240302,Census Tract 2403.02,2969,0.13,1627.71,26.58,0.0,False,False,True,below_standard_gap_application,52.0,0.0,52.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037502603,Census Tract 5026.03,3261,0.38,2403.53,61.14,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037408725,Census Tract 4087.25,5868,0.75,5026.24,470.12,0.0,False,False,True,below_standard_gap_application,166.0,0.0,166.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037218400,Census Tract 2184,4144,0.25,2663.09,151.17,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037218500,Census Tract 2185,2669,0.2,1715.2,97.36,0.0,False,False,True,below_standard_gap_application,53.0,0.0,53.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037218600,Census Tract 2186,2871,0.17,1845.01,104.73,0.54,False,False,True,below_standard_gap_application,56.0,1.0,55.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037218900,Census Tract 2189,5397,0.27,3097.51,121.87,0.0,False,False,True,below_standard_gap_application,85.0,0.0,85.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037219020,Census Tract 2190.20,4190,0.28,2404.77,94.61,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037271702,Census Tract 2717.02,4664,0.27,2990.46,362.28,2.01,False,False,True,below_standard_gap_application,84.0,6.0,78.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037531202,Census Tract 5312.02,4547,0.17,2484.5,39.4,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037224410,Census Tract 2244.10,2731,0.18,1059.65,53.39,0.94,False,False,True,below_standard_gap_application,43.0,1.0,42.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037267404,Census Tract 2674.04,3336,0.11,2075.55,261.26,11.56,False,False,True,below_standard_gap_application,62.0,24.0,38.0,26-50,Gap 26-50 EVSE,"10-20 EVSE / 1,000 vehicles"
06037267300,Census Tract 2673,4339,0.17,2699.58,339.81,4.82,False,False,True,below_standard_gap_application,77.0,13.0,64.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037218800,Census Tract 2188,2684,0.16,1540.43,60.61,0.0,False,False,True,below_standard_gap_application,50.0,0.0,50.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037209401,Census Tract 2094.01,4391,0.08,1822.33,62.82,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037232701,Census Tract 2327.01,2288,0.11,1166.18,18.8,0.86,False,False,True,below_standard_gap_application,44.0,1.0,43.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037920106,Census Tract 9201.06,3716,18.15,2850.0,204.87,5.61,False,False,True,below_standard_gap_application,79.0,16.0,63.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06037232602,Census Tract 2326.02,5364,0.21,2734.0,44.06,0.0,False,False,True,below_standard_gap_application,75.0,0.0,75.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037232601,Census Tract 2326.01,1846,0.1,1077.18,28.76,0.0,False,False,True,below_standard_gap_application,43.0,0.0,43.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037273403,Census Tract 2734.03,1398,0.31,858.33,125.11,0.0,False,False,True,below_standard_gap_application,40.0,0.0,40.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037232702,Census Tract 2327.02,4529,0.18,2308.41,37.21,0.43,False,False,True,below_standard_gap_application,65.0,1.0,64.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06001450606,Census Tract 4506.06,5787,0.78,5775.59,810.33,0.0,False,False,True,below_standard_gap_application,219.0,0.0,219.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06093001300,Census Tract 13,2276,1443.11,1981.0,7.45,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06009000220,Census Tract 2.20,6432,102.49,5758.47,100.19,0.0,False,False,True,below_standard_gap_application,201.0,0.0,201.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06009000400,Census Tract 4,4376,179.43,3928.64,28.99,0.0,False,False,True,below_standard_gap_application,109.0,0.0,109.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06093000902,Census Tract 9.02,3651,120.87,3361.41,31.62,0.0,False,False,True,below_standard_gap_application,91.0,0.0,91.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095980000,Census Tract 9800,0,5.45,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,0.0,,,"No vehicle-ratio data, excluded",
06065030502,Census Tract 305.02,1845,0.75,1073.67,46.92,0.0,False,False,True,below_standard_gap_application,43.0,0.0,43.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06065030503,Census Tract 305.03,4085,0.22,2377.2,103.89,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065030700,Census Tract 307,6282,0.95,4974.73,288.13,0.0,False,False,True,below_standard_gap_application,160.0,0.0,160.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001451701,Census Tract 4517.01,3247,0.47,2476.69,207.71,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065030800,Census Tract 308,7297,1.72,5752.93,235.12,0.0,False,False,True,below_standard_gap_application,205.0,0.0,205.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
