GEOID,NAMELSAD,population,tract_area_sq_mi,light_duty_vehicles_population_weighted,ev_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_population_weighted,is_benchmark_20to100,is_above_standard_gt100,is_below_standard_lt20,application_group,predicted_target_evse_count,current_total_evse,planning_gap_evse_non_benchmark_only,planning_gap_bin,gap_map_class,benchmark_map_class
06001442700,Census Tract 4427,3068,0.48,2200.34,281.01,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06001442800,Census Tract 4428,3041,0.49,2325.69,453.22,3.01,False,False,True,below_standard_gap_application,68.0,7.0,61.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037204920,Census Tract 2049.20,2274,0.35,1242.52,19.71,0.0,False,False,True,below_standard_gap_application,45.0,0.0,45.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037205110,Census Tract 2051.10,3501,0.11,1912.96,30.34,0.0,False,False,True,below_standard_gap_application,57.0,0.0,57.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037205120,Census Tract 2051.20,3252,0.57,1776.87,28.19,0.0,False,False,True,below_standard_gap_application,54.0,0.0,54.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037206010,Census Tract 2060.10,3392,0.56,2307.28,199.37,6.93,False,False,True,below_standard_gap_application,66.0,16.0,50.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037206020,Census Tract 2060.20,7629,0.34,5189.35,448.41,11.18,False,False,True,below_standard_gap_application,176.0,58.0,118.0,101-250,Gap 101-250 EVSE,"10-20 EVSE / 1,000 vehicles"
06037206050,Census Tract 2060.50,2340,0.69,1260.02,21.4,1.59,False,False,True,below_standard_gap_application,46.0,2.0,44.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06037111402,Census Tract 1114.02,5888,0.37,4679.52,448.86,0.85,False,False,True,below_standard_gap_application,148.0,4.0,144.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037111303,Census Tract 1113.03,4424,0.6,3492.01,341.91,0.0,False,False,True,below_standard_gap_application,99.0,0.0,99.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037104321,Census Tract 1043.21,2749,0.2,2023.63,48.91,0.0,False,False,True,below_standard_gap_application,59.0,0.0,59.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037104322,Census Tract 1043.22,1778,0.27,1308.85,31.64,0.76,False,False,True,below_standard_gap_application,46.0,1.0,45.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037108203,Census Tract 1082.03,3074,0.53,2547.99,433.15,0.0,False,False,True,below_standard_gap_application,73.0,0.0,73.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037320101,Census Tract 3201.01,3385,0.26,2476.63,61.98,0.0,False,False,True,below_standard_gap_application,68.0,0.0,68.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037920121,Census Tract 9201.21,11359,4.71,8784.12,918.2,4.33,False,False,True,below_standard_gap_application,601.0,38.0,563.0,501-1000,Gap 501-1000 EVSE,"1-5 EVSE / 1,000 vehicles"
06037231901,Census Tract 2319.01,2820,0.09,1437.34,23.17,0.0,False,False,True,below_standard_gap_application,48.0,0.0,48.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037232402,Census Tract 2324.02,3155,0.21,1869.91,52.04,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037135204,Census Tract 1352.04,4915,0.72,3930.3,516.41,0.0,False,False,True,below_standard_gap_application,117.0,0.0,117.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037460101,Census Tract 4601.01,5204,2.2,3928.58,405.12,0.0,False,False,True,below_standard_gap_application,115.0,0.0,115.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037132302,Census Tract 1323.02,2904,0.25,2082.26,108.53,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037135115,Census Tract 1351.15,4309,0.13,3063.87,398.04,5.87,False,False,True,below_standard_gap_application,87.0,18.0,69.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06037132301,Census Tract 1323.01,3604,0.24,2584.18,134.69,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037134907,Census Tract 1349.07,4209,0.15,2654.68,138.12,1.88,False,False,True,below_standard_gap_application,74.0,5.0,69.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037119003,Census Tract 1190.03,3417,0.33,2515.37,60.8,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037111401,Census Tract 1114.01,2287,0.32,1634.96,105.08,0.0,False,False,True,below_standard_gap_application,52.0,0.0,52.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037103401,Census Tract 1034.01,2522,0.54,1930.71,177.33,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037207400,Census Tract 2074,2598,0.34,1767.19,152.7,117.7,False,True,False,above_standard_excluded,55.0,208.0,,,"高于标准 >100, excluded",">100 EVSE / 1,000 vehicles"
06001442900,Census Tract 4429,7783,0.8,5952.28,1159.94,0.0,False,False,True,below_standard_gap_application,245.0,0.0,245.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037192410,Census Tract 1924.10,4334,0.26,2277.53,164.58,0.0,False,False,True,below_standard_gap_application,65.0,0.0,65.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037192510,Census Tract 1925.10,4005,0.13,2089.74,151.04,0.0,False,False,True,below_standard_gap_application,61.0,0.0,61.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037192520,Census Tract 1925.20,4836,0.12,2523.34,182.38,0.0,False,False,True,below_standard_gap_application,71.0,0.0,71.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037192610,Census Tract 1926.10,4070,0.16,2127.43,152.37,0.0,False,False,True,below_standard_gap_application,62.0,0.0,62.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037192700,Census Tract 1927,3018,0.21,1575.58,113.57,0.0,False,False,True,below_standard_gap_application,51.0,0.0,51.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037194500,Census Tract 1945,2120,0.26,1352.54,198.85,7.39,False,False,True,below_standard_gap_application,48.0,10.0,38.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037195100,Census Tract 1951,4871,0.73,3377.8,365.96,0.59,False,False,True,below_standard_gap_application,96.0,2.0,94.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037195300,Census Tract 1953,2990,0.22,1617.58,167.95,1.85,False,False,True,below_standard_gap_application,52.0,3.0,49.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06095252204,Census Tract 2522.04,5874,20.73,5289.27,370.62,0.95,False,False,True,below_standard_gap_application,178.0,5.0,173.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06095252203,Census Tract 2522.03,4299,15.4,3822.9,289.89,9.16,False,False,True,below_standard_gap_application,109.0,35.0,74.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06095253501,Census Tract 2535.01,6523,148.43,6973.13,270.32,0.0,False,False,True,below_standard_gap_application,302.0,0.0,302.0,251-500,Gap 251-500 EVSE,"0 EVSE / 1,000 vehicles"
06095252205,Census Tract 2522.05,8310,13.82,7475.74,557.21,0.0,False,False,True,below_standard_gap_application,371.0,0.0,371.0,251-500,Gap 251-500 EVSE,"0 EVSE / 1,000 vehicles"
06095252206,Census Tract 2522.06,5955,7.12,4760.58,297.46,0.0,False,False,True,below_standard_gap_application,149.0,0.0,149.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06095253207,Census Tract 2532.07,2606,1.6,2230.18,93.61,0.0,False,False,True,below_standard_gap_application,63.0,0.0,63.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095253502,Census Tract 2535.02,4953,85.55,5227.89,215.54,0.77,False,False,True,below_standard_gap_application,170.0,4.0,166.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06095253208,Census Tract 2532.08,4574,0.61,3914.37,164.31,0.0,False,False,True,below_standard_gap_application,111.0,0.0,111.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001443001,Census Tract 4430.01,2802,0.3,2142.91,417.6,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06001443002,Census Tract 4430.02,6487,0.61,4961.13,966.79,0.0,False,False,True,below_standard_gap_application,173.0,0.0,173.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001443102,Census Tract 4431.02,4593,0.91,3814.75,780.98,2.62,False,False,True,below_standard_gap_application,116.0,10.0,106.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06001443301,Census Tract 4433.01,4053,0.6,3366.25,689.16,0.0,False,False,True,below_standard_gap_application,99.0,0.0,99.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037137501,Census Tract 1375.01,5304,0.97,4035.67,597.09,0.25,False,False,True,below_standard_gap_application,122.0,1.0,121.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037137502,Census Tract 1375.02,4580,0.81,3484.8,515.59,0.0,False,False,True,below_standard_gap_application,101.0,0.0,101.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001444100,Census Tract 4441,6846,1.16,5414.26,636.03,0.0,False,False,True,below_standard_gap_application,193.0,0.0,193.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001444200,Census Tract 4442,6185,0.8,4891.49,574.62,2.66,False,False,True,below_standard_gap_application,161.0,13.0,148.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06037195500,Census Tract 1955,5111,0.47,2917.63,239.84,1.37,False,False,True,below_standard_gap_application,82.0,4.0,78.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037195600,Census Tract 1956,2868,0.2,1535.62,111.51,0.65,False,False,True,below_standard_gap_application,51.0,1.0,50.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037195710,Census Tract 1957.10,3971,0.19,2126.2,154.39,0.0,False,False,True,below_standard_gap_application,62.0,0.0,62.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037195720,Census Tract 1957.20,1745,0.11,934.33,67.84,0.0,False,False,True,below_standard_gap_application,41.0,0.0,41.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06001444400,Census Tract 4444,4767,0.4,3770.05,442.88,3.18,False,False,True,below_standard_gap_application,110.0,12.0,98.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037195802,Census Tract 1958.02,2864,0.16,1533.48,111.35,3.91,False,False,True,below_standard_gap_application,51.0,6.0,45.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06001444500,Census Tract 4445,6644,0.76,5254.5,617.26,1.71,False,False,True,below_standard_gap_application,182.0,9.0,173.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06001450200,Census Tract 4502,5916,0.62,4824.82,923.9,0.0,False,False,True,below_standard_gap_application,164.0,0.0,164.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06001450300,Census Tract 4503,4988,1.21,4067.98,778.98,11.06,False,False,True,below_standard_gap_application,126.0,45.0,81.0,51-100,Gap 51-100 EVSE,"10-20 EVSE / 1,000 vehicles"
06105000500,Census Tract 5,4452,1432.98,2823.9,14.44,0.0,False,False,True,below_standard_gap_application,77.0,0.0,77.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037137504,Census Tract 1375.04,1858,1.48,1411.54,208.73,0.0,False,False,True,below_standard_gap_application,49.0,0.0,49.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037138000,Census Tract 1380,4499,1.73,3423.17,506.47,0.0,False,False,True,below_standard_gap_application,99.0,0.0,99.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037139200,Census Tract 1392,5616,0.44,3683.04,504.65,0.54,False,False,True,below_standard_gap_application,108.0,2.0,106.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06087120901,Census Tract 1209.01,3575,7.09,3291.11,297.0,5.47,False,False,True,below_standard_gap_application,92.0,18.0,74.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06087120902,Census Tract 1209.02,4718,2.5,4343.05,391.92,0.0,False,False,True,below_standard_gap_application,131.0,0.0,131.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06087121601,Census Tract 1216.01,3464,0.9,1522.04,90.14,0.0,False,False,True,below_standard_gap_application,50.0,0.0,50.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06087122401,Census Tract 1224.01,2430,27.05,1951.82,49.39,0.0,False,False,True,below_standard_gap_application,57.0,0.0,57.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06087121602,Census Tract 1216.02,2529,0.64,1326.89,76.89,0.0,False,False,True,below_standard_gap_application,47.0,0.0,47.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06087110503,Census Tract 1105.03,3189,0.37,2839.93,62.5,0.0,False,False,True,below_standard_gap_application,77.0,0.0,77.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06087110506,Census Tract 1105.06,3265,0.31,2622.51,66.37,1.14,False,False,True,below_standard_gap_application,72.0,3.0,69.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06087110202,Census Tract 1102.02,3969,0.91,3187.98,80.68,1.25,False,False,True,below_standard_gap_application,87.0,4.0,83.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06087110505,Census Tract 1105.05,5016,0.4,4028.95,101.96,1.49,False,False,True,below_standard_gap_application,114.0,6.0,108.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06087110201,Census Tract 1102.01,3176,0.24,2551.03,64.56,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06087110302,Census Tract 1103.02,3209,0.17,2577.53,65.23,2.33,False,False,True,below_standard_gap_application,71.0,6.0,65.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06087110301,Census Tract 1103.01,4096,0.29,3289.99,83.26,5.17,False,False,True,below_standard_gap_application,89.0,17.0,72.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06087110401,Census Tract 1104.01,3385,1.52,2718.9,68.81,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06087121701,Census Tract 1217.01,4409,0.47,3692.34,195.25,1.08,False,False,True,below_standard_gap_application,103.0,4.0,99.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06087121702,Census Tract 1217.02,3406,0.55,2888.55,165.56,9.0,False,False,True,below_standard_gap_application,79.0,26.0,53.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06087110102,Census Tract 1101.02,4333,0.42,3480.35,88.07,0.0,False,False,True,below_standard_gap_application,95.0,0.0,95.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06087110601,Census Tract 1106.01,4692,0.67,4939.94,85.61,0.0,False,False,True,below_standard_gap_application,152.0,0.0,152.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06087122205,Census Tract 1222.05,3103,1.83,1572.74,128.34,2.54,False,False,True,below_standard_gap_application,51.0,4.0,47.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06087100801,Census Tract 1008.01,3988,0.44,3202.01,240.47,6.56,False,False,True,below_standard_gap_application,89.0,21.0,68.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06087101002,Census Tract 1010.02,4366,0.79,2012.02,169.09,7.95,False,False,True,below_standard_gap_application,60.0,16.0,44.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06087121802,Census Tract 1218.02,2273,0.38,1903.54,100.66,0.53,False,False,True,below_standard_gap_application,57.0,1.0,56.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06067002300,Census Tract 23,3306,0.47,2328.54,222.02,2.58,False,False,True,below_standard_gap_application,66.0,6.0,60.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06067002400,Census Tract 24,4878,1.25,3393.26,261.29,0.0,False,False,True,below_standard_gap_application,95.0,0.0,95.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037143200,Census Tract 1432,4367,0.37,2712.92,326.95,0.0,False,False,True,below_standard_gap_application,77.0,0.0,77.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037201301,Census Tract 2013.01,3215,0.33,1997.41,89.86,0.0,False,False,True,below_standard_gap_application,59.0,0.0,59.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037201302,Census Tract 2013.02,4108,0.38,2541.25,167.18,0.0,False,False,True,below_standard_gap_application,71.0,0.0,71.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037201401,Census Tract 2014.01,4131,0.51,2566.5,115.46,0.0,False,False,True,below_standard_gap_application,71.0,0.0,71.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037201402,Census Tract 2014.02,4143,0.75,2601.98,114.79,28.06,True,False,False,benchmark_training_standard,72.0,73.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06037236001,Census Tract 2360.01,4362,0.85,2491.59,161.86,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037236102,Census Tract 2361.02,3638,0.19,1938.79,136.22,0.0,False,False,True,below_standard_gap_application,58.0,0.0,58.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037409100,Census Tract 4091,5449,0.6,4361.49,357.11,0.0,False,False,True,below_standard_gap_application,132.0,0.0,132.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037234301,Census Tract 2343.01,1984,0.19,1057.33,74.29,3.78,False,False,True,below_standard_gap_application,43.0,4.0,39.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06037231601,Census Tract 2316.01,2299,0.12,1332.82,34.95,0.75,False,False,True,below_standard_gap_application,47.0,1.0,46.0,26-50,Gap 26-50 EVSE,"0-1 EVSE / 1,000 vehicles"
06037231603,Census Tract 2316.03,3067,0.12,1563.23,25.2,0.0,False,False,True,below_standard_gap_application,51.0,0.0,51.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037234001,Census Tract 2340.01,2522,0.26,1358.68,89.13,0.0,False,False,True,below_standard_gap_application,48.0,0.0,48.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037236205,Census Tract 2362.05,2979,0.06,1622.31,111.24,0.0,False,False,True,below_standard_gap_application,52.0,0.0,52.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037206051,Census Tract 2060.51,1751,1.44,954.98,99.46,43.98,True,False,False,benchmark_training_standard,42.0,42.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06037231301,Census Tract 2313.01,2920,0.09,1715.27,48.38,0.0,False,False,True,below_standard_gap_application,53.0,0.0,53.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037231302,Census Tract 2313.02,2933,0.16,1730.12,49.55,4.05,False,False,True,below_standard_gap_application,54.0,7.0,47.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06037532607,Census Tract 5326.07,5048,0.43,3029.29,47.75,0.0,False,False,True,below_standard_gap_application,82.0,0.0,82.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037275604,Census Tract 2756.04,9869,0.6,5655.05,1261.3,8.31,False,False,True,below_standard_gap_application,229.0,47.0,182.0,101-250,Gap 101-250 EVSE,"5-10 EVSE / 1,000 vehicles"
06037530007,Census Tract 5300.07,6369,1.88,4614.44,178.3,0.87,False,False,True,below_standard_gap_application,141.0,4.0,137.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037271804,Census Tract 2718.04,2402,0.13,1502.78,142.8,0.0,False,False,True,below_standard_gap_application,50.0,0.0,50.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037551002,Census Tract 5510.02,4350,0.38,3116.19,149.86,0.0,False,False,True,below_standard_gap_application,85.0,0.0,85.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037502700,Census Tract 5027,7159,2.68,6025.49,251.54,0.66,False,False,True,below_standard_gap_application,224.0,4.0,220.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037502901,Census Tract 5029.01,5432,0.48,4077.0,128.07,0.0,False,False,True,below_standard_gap_application,117.0,0.0,117.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037550801,Census Tract 5508.01,5120,0.61,3668.55,176.56,0.55,False,False,True,below_standard_gap_application,103.0,2.0,101.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037502604,Census Tract 5026.04,3630,0.38,2675.51,68.06,0.0,False,False,True,below_standard_gap_application,73.0,0.0,73.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037276608,Census Tract 2766.08,1819,0.14,2035.51,306.73,0.0,False,False,True,below_standard_gap_application,61.0,0.0,61.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037550502,Census Tract 5505.02,4226,0.69,3241.5,195.37,3.7,False,False,True,below_standard_gap_application,89.0,12.0,77.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037276102,Census Tract 2761.02,3429,0.25,5881.85,971.0,0.85,False,False,True,below_standard_gap_application,228.0,5.0,223.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037408707,Census Tract 4087.07,6839,1.91,5553.9,687.77,0.72,False,False,True,below_standard_gap_application,203.0,4.0,199.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037275312,Census Tract 2753.12,1795,0.32,1366.19,217.18,0.0,False,False,True,below_standard_gap_application,48.0,0.0,48.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06037275605,Census Tract 2756.05,2915,0.4,1794.7,250.64,17.83,False,False,True,below_standard_gap_application,56.0,32.0,24.0,11-25,Gap 11-25 EVSE,"10-20 EVSE / 1,000 vehicles"
06037533108,Census Tract 5331.08,4824,0.25,2939.76,47.44,0.0,False,False,True,below_standard_gap_application,80.0,0.0,80.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037276101,Census Tract 2761.01,3441,0.13,8049.76,1409.98,0.12,False,False,True,below_standard_gap_application,479.0,1.0,478.0,251-500,Gap 251-500 EVSE,"0-1 EVSE / 1,000 vehicles"
06047002403,Census Tract 24.03,2554,8.85,2390.7,20.53,0.0,False,False,True,below_standard_gap_application,66.0,0.0,66.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047002404,Census Tract 24.04,5116,2.0,4189.42,43.71,0.0,False,False,True,below_standard_gap_application,120.0,0.0,120.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047000404,Census Tract 4.04,4480,32.79,3885.22,62.14,0.0,False,False,True,below_standard_gap_application,108.0,0.0,108.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047001007,Census Tract 10.07,5575,2.82,3818.96,87.7,1.05,False,False,True,below_standard_gap_application,107.0,4.0,103.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06047002305,Census Tract 23.05,5833,0.78,4413.0,95.61,0.0,False,False,True,below_standard_gap_application,130.0,0.0,130.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047002203,Census Tract 22.03,5273,3.17,3989.33,86.43,0.0,False,False,True,below_standard_gap_application,113.0,0.0,113.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047002303,Census Tract 23.03,7132,2.36,5395.77,116.91,1.11,False,False,True,below_standard_gap_application,180.0,6.0,174.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06047002002,Census Tract 20.02,7262,75.0,7396.36,105.26,0.0,False,False,True,below_standard_gap_application,340.0,0.0,340.0,251-500,Gap 251-500 EVSE,"0 EVSE / 1,000 vehicles"
06047002306,Census Tract 23.06,2951,0.44,2232.6,48.37,0.0,False,False,True,below_standard_gap_application,63.0,0.0,63.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047002601,Census Tract 26.01,3125,10.09,2046.9,27.43,0.0,False,False,True,below_standard_gap_application,59.0,0.0,59.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047000305,Census Tract 3.05,6611,1.65,4755.04,100.15,0.0,False,False,True,below_standard_gap_application,146.0,0.0,146.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047002304,Census Tract 23.04,2813,10.21,2128.2,46.11,0.0,False,False,True,below_standard_gap_application,61.0,0.0,61.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047002001,Census Tract 20.01,1061,159.13,936.29,16.53,0.0,False,False,True,below_standard_gap_application,41.0,0.0,41.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06047000904,Census Tract 9.04,5511,3.33,3581.9,74.77,0.0,False,False,True,below_standard_gap_application,99.0,0.0,99.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047000903,Census Tract 9.03,4329,5.07,2807.6,53.85,0.0,False,False,True,below_standard_gap_application,76.0,0.0,76.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06047001008,Census Tract 10.08,8044,2.96,5510.26,126.54,0.0,False,False,True,below_standard_gap_application,188.0,0.0,188.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06047001604,Census Tract 16.04,4425,2.24,2926.04,35.23,0.0,False,False,True,below_standard_gap_application,79.0,0.0,79.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
