GEOID,NAMELSAD,COUNTYFP,TRACTCE,tract_area_sq_mi,station_count,total_evse,stations_per_sq_mi,evse_per_sq_mi,population,ev_vehicles_area_weighted,zev_vehicles_area_weighted,light_duty_vehicles_area_weighted,ev_vehicles_population_weighted,zev_vehicles_population_weighted,light_duty_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_area_weighted,ev_share_light_duty_area_weighted,evse_per_1000_light_duty_vehicles_population_weighted,ev_share_light_duty_population_weighted,is_benchmark_20to100,predicted_target_evse_count,current_total_evse,model_gap_evse_all_tracts,application_group,planning_gap_evse_non_benchmark_only,planning_gap_bin
06095252205,Census Tract 2522.05,95,252205,13.82420868482575,0.0,0.0,0.0,0.0,8310,516.568439252997,518.6244842794177,6985.872708765663,557.2109042242887,559.441403237818,7475.740863234367,0.0,0.0739447254177452,0.0,0.0745358773689772,False,371.0,0.0,371.0,non_benchmark_application,371.0,251-500
06095252206,Census Tract 2522.06,95,252206,7.11769800359668,0.0,0.0,0.0,0.0,5955,598.2292755978975,600.3460797513656,10562.462322243771,297.459792586528,298.56876660998216,4760.584499409196,0.0,0.056637293213162,0.0,0.0624838804191888,False,149.0,0.0,149.0,non_benchmark_application,149.0,101-250
06095253207,Census Tract 2532.07,95,253207,1.601840587920314,0.0,0.0,0.0,0.0,2606,23.81116801708812,23.863195332493262,567.2538198622981,93.6144663392087,93.81901360724775,2230.178863429845,0.0,0.0419762144975389,0.0,0.0419762144975389,False,63.0,0.0,63.0,non_benchmark_application,63.0,51-100
06095253502,Census Tract 2535.02,95,253502,85.5538524775959,2.0,4.0,0.0233770887234299,0.0467541774468599,4953,273.4990749330174,273.82924439213434,7208.357347601061,215.5426380584223,215.6238514847091,5227.8888041707605,0.5549114461328973,0.0379419417967725,0.7651272147963127,0.0412293845818725,False,170.0,4.0,166.0,non_benchmark_application,166.0,101-250
06095253208,Census Tract 2532.08,95,253208,0.6057448630844838,0.0,0.0,0.0,0.0,4574,9.004324661994852,9.023999078590617,214.51016414361953,164.31027207810462,164.66928942423303,3914.366124838109,0.0,0.0419762144975389,0.0,0.0419762144975389,False,111.0,0.0,111.0,non_benchmark_application,111.0,101-250
06001443001,Census Tract 4430.01,1,443001,0.296807794563634,0.0,0.0,0.0,0.0,2802,190.9287521042829,191.82060913018108,979.7584543707072,417.59640005856943,419.54705588843944,2142.9124684619865,0.0,0.1948732886688028,0.0,0.1948732886688028,False,64.0,0.0,64.0,non_benchmark_application,64.0,51-100
06001443002,Census Tract 4430.02,1,443002,0.6101636017613741,0.0,0.0,0.0,0.0,6487,392.5024113172335,394.3358493372131,2014.1416712287933,966.7908091291728,971.30683495657,4961.125332945367,0.0,0.1948732886688028,0.0,0.1948732886688028,False,173.0,0.0,173.0,non_benchmark_application,173.0,101-250
06001443102,Census Tract 4431.02,1,443102,0.9140598268337492,1.0,10.0,1.0940202934680356,10.940202934680356,4593,311.7130790245089,313.60865616277044,1522.58588290208,780.9794867064048,785.7287479985032,3814.75280093008,6.56777401675352,0.2047261061099406,2.621401836984532,0.2047261061099406,False,116.0,10.0,106.0,non_benchmark_application,106.0,101-250
06001443301,Census Tract 4433.01,1,443301,0.6010592118823117,0.0,0.0,0.0,0.0,4053,204.97347341116205,206.2199499188664,1001.2082841141284,689.159560116425,693.3504497347216,3366.251491870564,0.0,0.2047261061094026,0.0,0.2047261061096394,False,99.0,0.0,99.0,non_benchmark_application,99.0,51-100
06037137501,Census Tract 1375.01,37,137501,0.9708164270016264,1.0,1.0,1.0300608561893698,1.0300608561893698,5304,404.3250339041715,407.6729481976456,2732.799425015361,597.0882948852385,602.0323380912946,4035.6703446972665,0.3659251355391291,0.1479526928332469,0.247790308570165,0.1479526928332469,False,122.0,1.0,121.0,non_benchmark_application,121.0,101-250
06037137502,Census Tract 1375.02,37,137502,0.8070350497768317,0.0,0.0,0.0,0.0,4580,336.11346572580015,338.8965708560138,2271.7630837893826,515.5852923405706,519.8544699204607,3484.798299154119,0.0,0.1479526928332468,0.0,0.1479526928332469,False,101.0,0.0,101.0,non_benchmark_application,101.0,101-250
06001444100,Census Tract 4441,1,444100,1.1645175169940003,0.0,0.0,0.0,0.0,6846,259.9100510924828,261.29901596138046,2212.5052890816337,636.0298964200364,639.4288537823345,5414.255831694052,0.0,0.1174731885953439,0.0,0.1174731885953439,False,193.0,0.0,193.0,non_benchmark_application,193.0,101-250
06001444200,Census Tract 4442,1,444200,0.7991216402171215,7.0,13.0,8.75961761978827,16.2678612938925,6185,178.35691031412532,179.31005345541655,1518.2775954818549,574.6194725909907,577.6902513356318,4891.494641984763,8.5623340808597,0.1174731885953439,2.657674382062728,0.1174731885953439,False,161.0,13.0,148.0,non_benchmark_application,148.0,101-250
06037195500,Census Tract 1955,37,195500,0.4691937582870217,4.0,4.0,8.52526260068674,8.52526260068674,5111,283.1277876158768,285.16636978948895,3640.022137594169,239.84431800271776,241.5009670453663,2917.6335484777446,1.0988944156926896,0.0777818861846282,1.3709740903160963,0.0822050864228151,False,82.0,4.0,78.0,non_benchmark_application,78.0,51-100
06037195600,Census Tract 1956,37,195600,0.2036994187771102,1.0,1.0,4.909194174452748,4.909194174452748,2868,125.6731312840258,126.6267213376985,1730.7157584657928,111.50660683609078,112.35270329371288,1535.6205391915953,0.5777956288365099,0.0726133859181069,0.6512025428667653,0.0726133859181069,False,51.0,1.0,50.0,non_benchmark_application,50.0,26-50
06037195710,Census Tract 1957.10,37,195710,0.1866449708648573,0.0,0.0,0.0,0.0,3971,115.15132476932028,116.0250768342632,1585.814010920623,154.39077257535442,155.56226805416102,2126.202636377205,0.0,0.0726133859181069,0.0,0.0726133859181069,False,62.0,0.0,62.0,non_benchmark_application,62.0,51-100
06037195720,Census Tract 1957.20,37,195720,0.1115757474242401,0.0,0.0,0.0,0.0,1745,68.8370818055836,69.35940790554609,947.9943805845628,67.84484969629652,68.35964687849685,934.3297911050676,0.0,0.0726133859181069,0.0,0.0726133859181069,False,41.0,0.0,41.0,non_benchmark_application,41.0,26-50
06001444400,Census Tract 4444,1,444400,0.3968160553106543,1.0,12.0,2.5200593237517386,30.240711885020865,4767,88.56584783398073,89.03914561799667,753.9239284553737,442.87971315137446,445.2464718054901,3770.049306118247,15.91672521203219,0.1174731885953439,3.1829822438994975,0.1174731885953439,False,110.0,12.0,98.0,non_benchmark_application,98.0,51-100
06037195802,Census Tract 1958.02,37,195802,0.1554144874483149,3.0,6.0,19.303219727167892,38.606439454335785,2864,95.88355922526044,96.61111019382406,1320.4667157843355,111.35108855596737,112.19600496274312,1533.4788090112093,4.543847965479461,0.0726133859181048,3.9126722617502705,0.0726133859181052,False,51.0,6.0,45.0,non_benchmark_application,45.0,26-50
06001444500,Census Tract 4445,1,444500,0.7564793221271103,5.0,9.0,6.6095659904367565,11.897218782786162,6644,168.8395205701106,169.74180257716532,1437.2600470708817,617.2630195464094,620.5616863175325,5254.501277501499,6.261914827690292,0.1174731885953439,1.712817168498144,0.1174731885953439,False,182.0,9.0,173.0,non_benchmark_application,173.0,101-250
06001450200,Census Tract 4502,1,450200,0.6226269295526433,0.0,0.0,0.0,0.0,5916,349.2424245659255,350.86557893863784,1823.821550510944,923.9012257422274,928.1951895021622,4824.81751220941,0.0,0.1914893617021277,0.0,0.1914893617021276,False,164.0,0.0,164.0,non_benchmark_application,164.0,101-250
06001450300,Census Tract 4503,1,450300,1.2098975450849745,13.0,45.0,10.744711445039734,37.19323192513754,4988,678.6528690996905,681.8070058670153,3544.0760941891126,778.9755432712062,782.5959440883992,4067.9833926458778,12.69724430403237,0.1914893617020282,11.061992062541664,0.1914893617017814,False,126.0,45.0,81.0,non_benchmark_application,81.0,51-100
06105000500,Census Tract 5,105,500,1432.9783835820103,0.0,0.0,0.0,0.0,4452,15.127473044102874,15.127473044102874,2965.643137527045,14.444916597741146,14.444916597741146,2823.900095280904,0.0,0.0051009080805039,0.0,0.0051152364143053,False,77.0,0.0,77.0,non_benchmark_application,77.0,51-100
06037137504,Census Tract 1375.04,37,137504,1.4816847956768937,0.0,0.0,0.0,0.0,1858,617.601360488222,622.637034960989,4176.801153545866,208.72713012665457,210.4312429292107,1411.5381254965782,0.0,0.147864678682133,0.0,0.1478721164922304,False,49.0,0.0,49.0,non_benchmark_application,49.0,26-50
06037138000,Census Tract 1380,37,138000,1.7267187584096018,0.0,0.0,0.0,0.0,4499,719.142776241704,725.0974616500741,4860.626477763463,506.466862497772,510.66053715539215,3423.167586875,0.0,0.1479526928332509,0.0,0.1479526928332843,False,99.0,0.0,99.0,non_benchmark_application,99.0,51-100
06037139200,Census Tract 1392,37,139200,0.4447982995023519,2.0,2.0,4.4964200677872075,4.4964200677872075,5616,201.86517787812392,202.88941188907944,1481.61006019932,504.6526535185959,507.1857218491712,3683.044050056372,1.3498828428115164,0.1362471700893872,0.5430290739990982,0.1370205315656954,False,108.0,2.0,106.0,non_benchmark_application,106.0,101-250
06087120901,Census Tract 1209.01,87,120901,7.093630237769398,2.0,18.0,0.281943085974679,2.537487773772111,3575,444.0074779713548,444.76516991328526,4920.072624927092,297.0033360937387,297.51016772529795,3291.1111995305573,3.6584825819043134,0.0902440902440813,5.469277368254075,0.0902440902440802,False,92.0,18.0,74.0,non_benchmark_application,74.0,51-100
06087120902,Census Tract 1209.02,87,120902,2.4999583222090207,0.0,0.0,0.0,0.0,4718,156.46222481389808,156.7291765302462,1733.8094097518494,391.9248933162629,392.59358129527607,4343.052158193144,0.0,0.0902418823740792,0.0,0.0902418112978216,False,131.0,0.0,131.0,non_benchmark_application,131.0,101-250
06087121601,Census Tract 1216.01,87,121601,0.9023136637032146,0.0,0.0,0.0,0.0,3464,144.523829119838,144.793630916577,2440.267317571677,90.14233090354756,90.3106115461802,1522.0423190646295,0.0,0.0592245890764354,0.0,0.0592245890764354,False,50.0,0.0,50.0,non_benchmark_application,50.0,26-50
06087122401,Census Tract 1224.01,87,122401,27.046067849733465,0.0,0.0,0.0,0.0,2430,327.1284465739639,327.3271880360381,12926.74091768125,49.39350730567793,49.42351551181753,1951.8237519329557,0.0,0.0253063358086272,0.0,0.0253063358086312,False,57.0,0.0,57.0,non_benchmark_application,57.0,51-100
06087121602,Census Tract 1216.02,87,121602,0.6436726971193429,0.0,0.0,0.0,0.0,2529,120.70292114574184,120.99739962338924,2083.4843510386254,76.88655219802347,77.07372261118203,1326.8896694451932,0.0,0.0579332026590797,0.0,0.0579449474726649,False,47.0,0.0,47.0,non_benchmark_application,47.0,26-50
06087110503,Census Tract 1105.03,87,110503,0.3702497784815467,0.0,0.0,0.0,0.0,3189,7.370105700885855,7.3724081850113965,464.61200723724306,62.50103792806989,62.53436566082838,2839.9285182232893,0.0,0.0158629255940053,0.0,0.0220079616536164,False,77.0,0.0,77.0,non_benchmark_application,77.0,51-100
06087110506,Census Tract 1105.06,87,110506,0.3081860446737902,1.0,3.0,3.2447932581064247,9.734379774319274,3265,3.7275814957711098,3.729846126084458,147.2983494711059,66.36617339627841,66.40649306419839,2622.5121605189165,20.366826992779583,0.0253063358086189,1.1439413113746593,0.0253063358086189,False,72.0,3.0,69.0,non_benchmark_application,69.0,51-100
06087110202,Census Tract 1102.02,87,110202,0.9079631789282938,2.0,4.0,2.202732496664327,4.405464993328654,3969,10.982024666929863,10.988696613872106,433.9634449642279,80.67606193256637,80.7250753359276,3187.9787948237636,9.217366223852622,0.0253063358086189,1.254713490094317,0.0253063358086189,False,87.0,4.0,83.0,non_benchmark_application,83.0,51-100
06087110505,Census Tract 1105.05,87,110505,0.402628826144688,3.0,6.0,7.451031335053802,14.902062670107604,5016,4.869888782883062,4.872847403042772,192.4375310480334,101.9579558210513,102.01989868607016,4028.9497694220167,31.178949175472265,0.0253063358086189,1.4892218427584778,0.0253063358086189,False,114.0,6.0,108.0,non_benchmark_application,108.0,101-250
06087110201,Census Tract 1102.01,87,110201,0.2353948185497814,0.0,0.0,0.0,0.0,3176,2.847154778709249,2.8488845203731064,112.50758704227565,64.55711078302615,64.59633138495994,2551.0256115798115,0.0,0.0253063358086189,0.0,0.0253063358086189,False,70.0,0.0,70.0,non_benchmark_application,70.0,51-100
06087110302,Census Tract 1103.02,87,110302,0.1708035282993213,3.0,6.0,17.564039981321162,35.128079962642325,3209,2.065908182742349,2.0671632909943187,81.63600603287401,65.22788680816458,65.26751492894718,2577.531860062849,73.49698119214528,0.0253063358086189,2.3278082777427627,0.0253063358086189,False,71.0,6.0,65.0,non_benchmark_application,65.0,51-100
06087110301,Census Tract 1103.01,87,110301,0.2866733296224519,7.0,17.0,24.418037105924657,59.30094725724559,4096,3.4673802311867887,3.469486780537449,137.01628941499533,83.25753330203882,83.30811503551516,3289.9876905009182,124.07283887618902,0.0253063358086189,5.167192585274281,0.0253063358086189,False,89.0,17.0,72.0,non_benchmark_application,72.0,51-100
06087110401,Census Tract 1104.01,87,110401,1.5214086855060092,0.0,0.0,0.0,0.0,3385,18.401789962912215,18.41296966519831,727.1613757944721,68.80535894223439,68.84716049687731,2718.898518638983,0.0,0.0253063358086188,0.0,0.0253063358086188,False,74.0,0.0,74.0,non_benchmark_application,74.0,51-100
06087121701,Census Tract 1217.01,87,121701,0.4685216668934491,2.0,4.0,4.2687460182174215,8.537492036434843,4409,129.17736994827692,129.81686187871213,2442.8591742681997,195.24945169893013,196.21603314298144,3692.341116284871,1.637425538947929,0.0528795811518583,1.0833235267343573,0.0528795811518586,False,103.0,4.0,99.0,non_benchmark_application,99.0,51-100
06087121702,Census Tract 1217.02,87,121702,0.5500132431669077,5.0,26.0,9.090690200858845,47.27158904446598,3406,165.08526810942175,165.53582994789213,2880.98741036721,165.56282980617073,166.01351956557923,2888.5492805510785,9.02468365756796,0.0573016277389355,9.001058134981761,0.0573169483106705,False,79.0,26.0,53.0,non_benchmark_application,53.0,51-100
06087110102,Census Tract 1101.02,87,110102,0.421170729721625,0.0,0.0,0.0,0.0,4333,5.094157395522183,5.0972522663578586,201.2996837648538,88.07492475530607,88.12843321506021,3480.350747788197,0.0,0.0253063358086189,0.0,0.0253063358086189,False,95.0,0.0,95.0,non_benchmark_application,95.0,51-100
06087110601,Census Tract 1106.01,87,110601,0.6680858774539201,0.0,0.0,0.0,0.0,4692,22.99788571414583,23.000637716519943,1803.1197794772572,85.61268674465252,85.64516733618437,4939.939079484557,0.0,0.0127544969424123,0.0,0.0173307171135368,False,152.0,0.0,152.0,non_benchmark_application,152.0,101-250
06087122205,Census Tract 1222.05,87,122205,1.8314349394304852,1.0,4.0,0.5460199423250964,2.1840797693003857,3103,53.109432370692,53.14131078147872,650.8296346219054,128.33990704314022,128.41694180126933,1572.7416219645154,6.146001637315993,0.081602664576799,2.5433293963464836,0.0816026645767983,False,51.0,4.0,47.0,non_benchmark_application,47.0,26-50
