zip_code,ev_vehicles,zev_vehicles,light_duty_vehicles,ev_share_light_duty,zcta_area_sq_mi,zcta_population
92871,7,7,345,0.020289855072463767,,
94556,1770,1778,12193,0.14516525875502337,19.374219150456383,15998.0
95471,6,6,243,0.024691358024691357,3.548842710353907,394.0
91797,0,0,0,,,
94978,9,9,253,0.03557312252964427,,
98392,0,0,1,0.0,2.2187061442593965,2984.0
97695,0,0,1,0.0,,
96754,0,0,21,0.0,33.37017025540505,4272.0
99664,1,1,5,0.2,2809.09554315974,4698.0
95928,727,727,24084,0.03018601561202458,147.6832916594388,37409.0
94617,0,0,1,0.0,,
91916,48,48,2455,0.019551934826883912,61.90101717664137,1710.0
91080,0,0,1,0.0,,
98231,0,0,4,0.0,,
99661,0,0,1,0.0,224.92529525149342,1071.0
92174,2,2,444,0.0045045045045045045,,
94932,0,0,1,0.0,,
98266,1,1,3,0.3333333333333333,50.90961436915956,4245.0
90622,5,5,271,0.01845018450184502,,
95915,0,0,19,0.0,36.45967144937762,0.0
96091,3,3,819,0.003663003663003663,426.51252994615805,932.0
93992,0,0,1,0.0,,
92878,649,653,14584,0.04450082281952825,,
96104,2,2,668,0.0029940119760479044,238.84328850419683,713.0
91401,2586,2614,27705,0.09334055224688684,3.55449269158401,39231.0
93116,7,7,415,0.016867469879518072,,
94576,10,10,142,0.07042253521126761,0.2840696451568377,103.0
94944,0,0,1,0.0,,
90863,0,0,0,,,
96033,1,1,296,0.0033783783783783786,144.83300077167132,172.0
95318,12,12,403,0.02977667493796526,57.336763600810414,582.0
94066,2304,2311,32810,0.07022249314233465,6.060235376916843,42728.0
90917,0,0,0,,,
98295,0,0,4,0.0,31.431565471510005,3279.0
93719,0,0,1,0.0,,
95352,15,15,663,0.02262443438914027,,
93428,333,333,5858,0.05684533970638443,79.23830358642402,6399.0
96069,17,17,698,0.024355300859598854,92.99004989657449,1426.0
94076,0,0,3,0.0,,
91901,604,606,14250,0.0423859649122807,78.56738441098092,18197.0
92811,3,3,121,0.024793388429752067,,
92049,6,6,228,0.02631578947368421,,
97218,0,0,10,0.0,6.736902328427978,15428.0
91055,0,0,0,,,
90171,0,0,1,0.0,,
98139,0,0,3,0.0,,
95559,2,2,113,0.017699115044247787,18.434102200846173,41.0
98315,2,2,27,0.07407407407407407,12.230529887524806,6112.0
92383,0,0,13,0.0,,
92770,0,0,0,,,
94134,1682,1693,23819,0.07061589487384021,2.5887877175220133,38633.0
95361,589,589,27433,0.021470491743520576,221.09664185562565,34810.0
92442,0,0,1,0.0,,
95843,1655,1668,34544,0.04790991199629458,6.516853703729273,47695.0
95354,335,335,17779,0.018842454581247538,7.739911714630146,25684.0
92276,135,137,7345,0.018379850238257316,37.00744684189068,7720.0
99115,0,0,2,0.0,448.77512082687673,1369.0
92236,339,339,30512,0.011110382800209753,61.85048868729313,43642.0
97426,0,0,4,0.0,75.12008133719743,10186.0
91722,1126,1147,27062,0.041608159042199395,4.12670913654214,35099.0
91946,4,4,352,0.011363636363636364,,
96311,0,0,2,0.0,,
94132,1349,1352,14049,0.09602106911523951,3.6329872682569255,26859.0
95203,159,159,9881,0.016091488715717032,6.746463969890635,15930.0
92671,0,0,2,0.0,,
98133,3,3,66,0.045454545454545456,7.205510159790702,53249.0
97027,0,0,7,0.0,2.596791212182764,12347.0
98113,0,0,1,0.0,,
94389,0,0,1,0.0,,
98813,0,0,1,0.0,104.56658017622459,2826.0
94704,405,409,5440,0.0744485294117647,0.8505988783895514,23788.0
94587,4739,4769,51383,0.09222894731720609,20.751601391997287,67464.0
90002,396,410,29509,0.01341963468772239,2.992535721344388,52122.0
93652,1,1,414,0.0024154589371980675,2.064478557989291,216.0
95818,1480,1485,15522,0.09534853755959284,4.022835953130106,22581.0
94153,0,0,1,0.0,,
93132,0,0,1,0.0,,
94383,0,0,1,0.0,,
92129,4967,4988,41663,0.119218491227228,13.08394823361793,52965.0
92595,1123,1123,27908,0.04023935789021069,21.56353214404104,34438.0
91034,0,0,1,0.0,,
90739,0,0,0,,,
97146,0,0,8,0.0,30.70608236627086,8099.0
93429,0,0,121,0.0,6.924617388445608,99.0
93662,249,249,22936,0.010856295779560517,78.0719905747885,29419.0
95703,43,43,1758,0.024459613196814563,8.9040569748364,2589.0
91391,0,0,1,0.0,,
94951,257,257,3936,0.06529471544715447,12.854648659123548,3294.0
94104,127,128,1325,0.09584905660377359,0.07755095535449447,498.0
95686,13,13,912,0.01425438596491228,33.75902898102492,1171.0
96789,0,0,46,0.0,26.519718448570856,54278.0
95616,2306,2315,26963,0.08552460779586842,29.887506934360943,53630.0
93136,0,0,1,0.0,,
96572,0,0,1,0.0,,
92344,590,591,18043,0.03269966191874965,37.602788950495345,21349.0
94091,0,0,1,0.0,,
97121,0,0,1,0.0,8.248053149906015,1444.0
95519,561,561,14609,0.03840098569375043,54.123397049545694,18728.0
95741,18,18,668,0.02694610778443114,,
94413,0,0,1,0.0,,
90632,6,6,288,0.020833333333333332,,
92843,1656,1695,33201,0.049878015722418,3.960073226076785,46414.0
97420,0,0,31,0.0,285.6512195338795,27621.0
90030,2,2,76,0.02631578947368421,,
92080,0,0,2,0.0,,
93472,0,0,1,0.0,,
90470,0,0,1,0.0,,
95205,327,329,27382,0.011942151778540647,9.002894326067933,39608.0
95010,404,406,7640,0.05287958115183246,1.465293444981605,8707.0
96649,0,0,9,0.0,,
91784,2191,2197,24157,0.09069834830483918,9.334867101901827,26886.0
94023,42,42,392,0.10714285714285714,,
90735,0,0,1,0.0,,
93013,671,672,13597,0.04934912112966095,41.62781178680995,16317.0
96379,2,2,13,0.15384615384615385,,
94516,21,21,196,0.10714285714285714,3.6125536849549156,214.0
93455,1206,1206,37512,0.032149712092130515,118.66026336374192,44611.0
92299,0,0,1,0.0,,
91831,0,0,1,0.0,,
94584,0,0,1,0.0,,
99181,0,0,1,0.0,92.33706113027256,1995.0
94972,14,14,286,0.04895104895104895,4.56115826404099,0.0
90657,0,0,0,,,
98516,1,1,36,0.027777777777777776,33.18979962482833,29177.0
94087,6304,6363,39507,0.15956665907307566,6.59095735469033,57767.0
93142,0,0,2,0.0,,
91782,0,0,12,0.0,,
97016,0,0,5,0.0,239.79318833593,6573.0
93535,1060,1064,50007,0.021197032415461836,239.06736636271037,79409.0
94804,1584,1601,30634,0.051707253378598945,9.297448267992225,44891.0
95986,0,0,114,0.0,10.88289012374468,115.0
91026,0,0,0,,,
90728,1,1,2,0.5,,
92508,1906,1919,27161,0.07017414675453776,10.968149152227419,36909.0
93108,1368,1371,9217,0.14842139524791148,27.955582532705662,11526.0
93710,396,396,17516,0.022607901347339577,6.188037969900188,31669.0
97389,0,0,2,0.0,35.6108498522591,1755.0
98275,1,1,30,0.03333333333333333,8.488970416784548,21323.0
92514,3,3,214,0.014018691588785047,,
95232,1,1,290,0.0034482758620689655,4.950648659501961,135.0
94535,65,65,1455,0.044673539518900345,9.674514290348512,3952.0
97222,3,3,19,0.15789473684210525,8.928367474345876,36398.0
99114,0,0,5,0.0,720.8920532108405,13383.0
90998,0,0,0,,,
93762,0,0,1,0.0,,
99624,0,0,1,0.0,93.19294675585805,145.0
91713,1,1,1,1.0,,
94401,1512,1517,25305,0.05975103734439834,3.112034854003936,35295.0
97330,2,2,52,0.038461538461538464,78.25746166553687,43878.0
95573,30,30,1473,0.020366598778004074,120.6837741677006,1089.0
92814,4,4,223,0.017937219730941704,,
91054,0,0,0,,,
93520,0,0,3,0.0,,
90821,0,0,0,,,
95426,47,47,1883,0.02496016994158258,28.678010763406196,1257.0
95939,0,0,256,0.0,260.0001177281332,325.0
97324,0,0,1,0.0,195.27263798816648,1470.0
93954,2,2,213,0.009389671361502348,59.71097941771698,191.0
97417,0,0,6,0.0,28.61127461750833,2330.0
95202,137,138,4221,0.03245676380004738,1.0667069078398723,7066.0
98840,0,0,3,0.0,539.9416776601776,4892.0
90441,0,0,1,0.0,,
92001,1,1,4,0.25,,
95966,233,234,22148,0.0105201372584432,180.10691329009134,28503.0
92758,0,0,1,0.0,,
92804,2667,2724,57500,0.046382608695652174,7.124900857127162,83537.0
94040,4106,4136,25371,0.16183831934097986,3.659976952856906,35632.0
94004,2,2,2,1.0,,
93617,0,0,1,0.0,,
90772,0,0,0,,,
99516,0,0,11,0.0,43.91652371336632,21500.0
97365,0,0,13,0.0,44.10716823131019,11066.0
92683,4530,4623,69124,0.06553440194433192,9.721305567142126,89833.0
91101,1297,1307,14164,0.09157017791584299,1.2702554737573606,21165.0
95504,0,0,1,0.0,,
90254,2101,2113,14424,0.14566001109262341,2.02856419555733,19063.0
95683,354,356,5897,0.06003052399525182,86.69651607616723,6515.0
96823,1,1,2,0.5,,
93711,1189,1190,29275,0.040614859094790776,11.602764197077924,39245.0
93855,0,0,1,0.0,,
90846,0,0,0,,,
91930,0,0,2,0.0,,
95404,2266,2267,30674,0.07387363891243398,75.40729656781383,37011.0
95473,26,26,865,0.03005780346820809,,
92879,1672,1686,35999,0.04644573460373899,9.837135083760478,49317.0
95058,0,0,1,0.0,,
92107,1257,1259,19452,0.06462060456508328,3.48449782186178,28827.0
94605,2000,2008,26935,0.07425283088917765,8.885741006547779,44103.0
95910,1,1,95,0.010526315789473684,32.925931189154674,19.0
90791,0,0,0,,,
92617,840,907,5116,0.1641907740422205,2.2336768775066362,24017.0
99901,0,0,6,0.0,2265.7704294924683,13768.0
96728,0,0,2,0.0,4.205582614127401,376.0
95685,136,136,4813,0.02825680448784542,39.9797557990243,4690.0
95459,26,26,519,0.05009633911368015,59.39566288991385,761.0
92262,1657,1659,19195,0.08632456368846053,35.24898113084964,26887.0
91423,3025,3042,22339,0.1354134025694973,4.08584232239192,32328.0
96622,0,0,1,0.0,,
94086,4305,4375,34196,0.1258919171832963,4.366675455312271,49746.0
90671,0,0,1,0.0,,
93305,165,166,18234,0.009049029285949325,5.785560263940481,37714.0
92815,9,9,439,0.02050113895216401,,
92848,0,0,4,0.0,,
90740,1536,1557,19883,0.07725192375396067,12.084348909245158,24254.0
94121,2256,2264,20931,0.10778271463379677,2.548446782196328,41995.0
91221,5,5,187,0.026737967914438502,,
95987,37,38,5545,0.006672678088367899,317.02636528951916,6786.0
96144,0,0,1,0.0,,
92636,1,1,3,0.3333333333333333,,
96689,0,0,1,0.0,,
93604,13,13,517,0.025145067698259187,45.358039171677895,710.0
95307,646,647,34153,0.018914883026381283,32.824145666007,46310.0
94518,1232,1243,20374,0.06046922548345931,5.5407192209611305,27345.0
93295,0,0,2,0.0,,
94947,1389,1394,20405,0.06807155109041901,22.13349584737981,24100.0
95825,803,811,19903,0.040345676531176204,4.719695196832703,36156.0
94539,8551,8603,41768,0.20472610610994063,25.074743747426954,52396.0
93701,58,59,5462,0.010618820944708897,1.520899400121873,9808.0
93016,4,4,550,0.007272727272727273,,
98857,0,0,3,0.0,169.5213947374012,4062.0
95156,4,4,460,0.008695652173913044,,
93001,1328,1333,26297,0.05050005704072708,103.95952137958712,32026.0
92821,3287,3310,33491,0.09814577050550895,14.159682605186719,41623.0
96814,6,6,43,0.13953488372093023,1.590897950907442,24689.0
92769,0,0,2,0.0,,
92377,624,629,18441,0.033837644379372055,7.195220963366487,20814.0
90981,0,0,0,,,
94952,2196,2197,28035,0.078330658105939,201.0309249610904,33785.0
90699,0,0,0,,,
92060,13,13,470,0.027659574468085105,68.866066221965,619.0
90443,0,0,1,0.0,,
90064,3192,3210,20044,0.15924965076830971,3.7256160441738446,26642.0
97322,0,0,27,0.0,63.71254018065143,36408.0
92211,1456,1456,22287,0.06532956432000718,14.879012373756998,28092.0
92086,33,34,1575,0.02095238095238095,221.79757601141773,1406.0
94338,0,0,1,0.0,,
93102,9,9,466,0.019313304721030045,,
97630,0,0,11,0.0,1164.7692243821632,5509.0
91776,1992,2018,27141,0.07339449541284404,3.3412679077387266,36952.0
99505,0,0,3,0.0,42.26451061377943,5015.0
99803,0,0,2,0.0,,
90842,0,0,1,0.0,,
93458,408,408,42900,0.00951048951048951,28.739561119715468,59148.0
93941,0,0,8,0.0,,
90685,0,0,0,,,
94551,2248,2257,35454,0.06340610368364641,83.07569362272035,37885.0
94059,0,0,1,0.0,,
93955,763,764,24946,0.030586065902349073,26.933488643259917,32266.0
90773,0,0,0,,,
92092,59,59,825,0.07151515151515152,0.13332763213830462,528.0
90312,0,0,1,0.0,,
94682,0,0,1,0.0,,
91935,524,525,8609,0.060866535021489136,105.5230631081237,9114.0
95659,7,7,634,0.011041009463722398,46.644991798340115,617.0
90832,4,4,68,0.058823529411764705,,
90744,549,574,34951,0.015707705072816228,9.950208956691952,52800.0
90068,2484,2501,15303,0.16232111350715547,8.177057698594433,21572.0
95303,15,15,773,0.019404915912031046,28.913411128551754,784.0
91841,0,0,1,0.0,,
91706,1867,1913,55363,0.03372288351426043,14.504270471265666,71082.0
90831,2,2,79,0.02531645569620253,0.0225540389649522,0.0
95331,0,0,2,0.0,,
93424,118,118,1182,0.09983079526226735,21.951105348583912,962.0
95670,1915,1925,43188,0.04434102065388534,13.26010323953578,58819.0
95851,4,4,247,0.016194331983805668,,
96143,42,42,2839,0.014793941528707291,9.484290485626426,3222.0
90213,23,23,264,0.08712121212121213,,
95956,3,3,408,0.007352941176470588,61.92869508786917,373.0
91719,0,0,9,0.0,,
90019,2527,2549,36168,0.06986839194868392,3.873624447293348,59548.0
96644,0,0,1,0.0,,
93063,3027,3047,46533,0.0650506092450519,36.31759123890068,55066.0
95732,0,0,4,0.0,,
92078,3929,3939,38184,0.1028965011523151,16.823155194572703,53605.0
95397,0,0,1,0.0,,
94901,2901,2912,33709,0.08606010264321101,16.47914203216441,41307.0
94560,4491,4515,38230,0.11747318859534397,20.121761920468106,46903.0
98103,7,7,94,0.07446808510638298,5.2276966927210635,52671.0
96260,0,0,5,0.0,,
96791,0,0,9,0.0,39.76118512013328,6377.0
92119,1107,1107,18661,0.05932157976528589,6.81472498314589,24456.0
99006,1,1,9,0.1111111111111111,164.70977497390626,16177.0
95002,115,117,1645,0.06990881458966565,9.691286842066297,1542.0
97385,0,0,3,0.0,35.529890748746666,3823.0
93650,99,99,2783,0.03557312252964427,0.6249177459483591,3333.0
95858,0,0,2,0.0,,
93514,232,232,13487,0.017201749833172686,1011.8125351266714,14853.0
96073,101,101,4449,0.022701730726005846,45.59790941139039,5750.0
95122,1575,1608,40611,0.03878259584841545,4.781981620090394,50775.0
91837,0,0,1,0.0,,
98385,0,0,1,0.0,0.7511353758305412,457.0
92886,5068,5119,41497,0.12212931055257006,12.984319196456767,49704.0
92282,26,26,864,0.03009259259259259,75.41612910874055,1419.0
98201,0,0,29,0.0,23.63139177704729,31895.0
92330,0,0,19,0.0,,
95937,11,11,1299,0.008468052347959968,53.20460221730808,701.0
95981,0,0,58,0.0,53.23158973904751,99.0
93052,0,0,1,0.0,,
98333,0,0,11,0.0,14.844653862980019,3414.0
91796,0,0,1,0.0,,
92891,0,0,1,0.0,,
95543,14,14,617,0.022690437601296597,141.4945915534106,523.0
93793,0,0,41,0.0,,
95850,1,1,1,1.0,,
99654,0,0,7,0.0,120.90590817638062,44647.0
98336,0,0,1,0.0,66.96436401372131,981.0
94404,3735,3757,26685,0.1399662731871838,4.925335466155609,35881.0
95170,6,6,82,0.07317073170731707,,
90088,0,0,2,0.0,,
91690,0,0,1,0.0,,
93100,0,0,8,0.0,,
92583,400,400,22269,0.017962189590911132,29.60887315122028,33778.0
97437,0,0,2,0.0,24.82002977293537,2632.0
91744,1866,1905,60070,0.031063758947894125,8.693176323846725,76942.0
96730,0,0,2,0.0,2.5526548281560775,1478.0
92387,0,0,3,0.0,,
90896,0,0,0,,,
95117,1637,1665,20931,0.07820935454588887,2.3202698214963644,26953.0
93028,0,0,1,0.0,,
93444,945,945,20228,0.04671742139608463,66.39476899742014,21611.0
92752,0,0,2,0.0,,
95872,0,0,1,0.0,,
90305,637,642,9865,0.06457171819564116,2.63674765808854,14708.0
90267,17,17,271,0.06273062730627306,,
92076,0,0,3,0.0,,
98944,0,0,9,0.0,555.2599090839046,22817.0
93851,0,0,1,0.0,,
91718,0,0,4,0.0,,
95980,0,0,15,0.0,,
92224,0,0,4,0.0,,
95532,0,0,5,0.0,,
96931,1,1,4,0.25,,
98001,0,0,19,0.0,18.925768301098522,37460.0
96111,0,0,67,0.0,4.773503184973753,26.0
93718,1,1,19,0.05263157894736842,,
92250,38,38,7845,0.004843849585723391,352.378682988216,7830.0
96793,0,0,35,0.0,82.15185742966337,32739.0
93651,27,27,1559,0.01731879409878127,16.291744896690204,1489.0
95308,0,0,1,0.0,,
92847,0,0,2,0.0,,
99352,1,1,19,0.05263157894736842,25.845184432321478,37430.0
95700,0,0,0,,,
93265,80,80,3500,0.022857142857142857,389.85802365914424,3397.0
98528,0,0,4,0.0,84.83124978982374,11940.0
90180,0,0,1,0.0,,
90756,0,0,1,0.0,,
91209,11,11,282,0.03900709219858156,,
93449,588,588,7110,0.08270042194092828,10.617515739051576,8014.0
96161,944,945,13754,0.06863457903155445,266.1660512908863,19634.0
90148,1,1,1,1.0,,
91350,3663,3681,33815,0.10832470796983587,15.889309549643539,43973.0
98446,0,0,9,0.0,10.898843900500033,14634.0
96032,16,16,2360,0.006779661016949152,521.0171020454902,2408.0
91105,1655,1664,10459,0.1582369251362463,4.228603486345055,12531.0
92248,15,15,839,0.017878426698450536,,
91604,3618,3636,21536,0.16799777117384845,4.8131140495703955,32469.0
95503,523,523,18783,0.027844327317254964,84.5904243429249,25054.0
98244,0,0,2,0.0,468.7185322659247,2994.0
95950,3,3,441,0.006802721088435374,52.943108144930655,287.0
90891,0,0,0,,,
91402,1487,1518,43618,0.03409143014351873,3.758411744086305,65754.0
95476,1820,1822,27655,0.06581088410775628,108.1393128015849,35196.0
90506,2,2,45,0.044444444444444446,0.16197059798225782,0.0
92645,1,1,1,1.0,,
93531,26,26,546,0.047619047619047616,19.500340400768238,515.0
93560,361,362,15723,0.022959994911912484,168.19932422736147,22119.0
90979,0,0,0,,,
91052,0,0,0,,,
92866,528,545,10322,0.0511528773493509,1.9062908232988278,15331.0
98404,1,1,20,0.05,7.0725655039365485,35961.0
98065,3,3,13,0.23076923076923078,71.2761617236438,15944.0
95690,55,55,2016,0.027281746031746032,53.5115438302239,2431.0
91057,0,0,0,,,
92559,0,0,2,0.0,,
90049,5044,5066,24854,0.20294519996781202,14.972802526124488,37122.0
95958,0,0,76,0.0,6.651677672763659,0.0
97446,0,0,1,0.0,123.83596095747424,5449.0
99301,0,0,26,0.0,500.17501886233106,87044.0
90145,0,0,1,0.0,,
90121,0,0,1,0.0,,
92676,169,169,1868,0.0904710920770878,70.17541649842147,2085.0
95310,38,38,2300,0.01652173913043478,45.759700818733585,1356.0
92543,428,430,24799,0.017258760433888465,19.131862604939364,39937.0
91056,0,0,0,,,
90870,0,0,0,,,
95437,318,318,13127,0.024224880018282928,178.02454487456106,14982.0
93445,122,122,5078,0.024025206774320598,18.270831866263013,6857.0
92872,1,1,4,0.25,,
92838,0,0,131,0.0,,
96815,4,4,77,0.05194805194805195,3.08526894932435,27530.0
90722,0,0,1,0.0,,
90090,0,0,0,,,
90850,0,0,1,0.0,,
90683,0,0,0,,,
90938,0,0,0,,,
99260,0,0,1,0.0,,
95823,1078,1088,49322,0.021856372409877946,11.478841076435502,83607.0
94976,9,9,192,0.046875,,
95949,473,474,18222,0.02595763362967841,137.1313868500598,20552.0
95916,4,4,562,0.0071174377224199285,84.87697052712704,667.0
97106,0,0,4,0.0,44.05611430348335,4855.0
98837,0,0,13,0.0,518.8300143653785,49455.0
95211,5,5,61,0.08196721311475409,0.11513300992299572,765.0
92284,412,412,16876,0.02441336809670538,127.47691328519981,25415.0
97541,0,0,8,0.0,214.69702184886486,1523.0
90802,1478,1492,21093,0.07007063954866544,13.97245424226651,40434.0
98019,0,0,6,0.0,36.1628967786791,12242.0
92087,0,0,3,0.0,,
98354,0,0,4,0.0,2.8732909583444552,8597.0
90736,0,0,1,0.0,,
93686,0,0,2,0.0,,
94335,0,0,1,0.0,,
91093,0,0,1,0.0,,
95496,0,0,1,0.0,,
93310,0,0,1,0.0,,
95342,0,0,5,0.0,,
90402,1744,1758,7799,0.2236184126170022,2.168421072367689,11337.0
93466,0,0,1,0.0,,
95738,0,0,1,0.0,,
93304,288,289,28249,0.010195051152253177,7.473734183179378,51037.0
95409,1517,1517,21276,0.07130099642789998,35.20467191121872,25616.0
92388,0,0,10,0.0,,
92991,0,0,1,0.0,,
92538,0,0,2,0.0,,
92275,6,6,2009,0.0029865604778496766,40.54431149712091,1219.0
95129,4070,4118,28347,0.1435778036476523,4.563100594888852,41321.0
93546,173,173,8562,0.020205559448726932,244.06895440679472,9000.0
92589,35,35,1199,0.029190992493744787,,
91003,5,5,151,0.033112582781456956,,
91403,2771,2794,17836,0.15535994617627272,3.6022239052464444,25793.0
95411,0,0,1,0.0,,
93519,1,1,44,0.022727272727272728,137.5564241875984,19.0
92365,12,12,1332,0.009009009009009009,484.24300929149115,2192.0
90994,0,0,0,,,
97018,0,0,1,0.0,1.2524674997823797,2006.0
98118,5,5,65,0.07692307692307693,8.966093838010783,50500.0
95546,10,10,2028,0.004930966469428008,88.86232514921446,2397.0
92509,1656,1677,62224,0.026613525327847776,31.433061958976655,81182.0
97633,0,0,9,0.0,28.84017447691393,1246.0
93267,32,32,4259,0.0075135008217891526,61.74015462906551,5531.0
91351,1493,1499,26448,0.05645039322444041,8.687452718822303,33155.0
95320,183,183,10689,0.017120404153802976,89.2707399808007,13500.0
91780,2635,2671,26858,0.09810857100305309,3.845362393013614,35588.0
97049,0,0,1,0.0,157.75623166899106,1896.0
95930,1,1,276,0.0036231884057971015,7.581341209466023,463.0
93627,0,0,148,0.0,62.42500104711773,451.0
96734,8,8,159,0.050314465408805034,24.473790091957554,50670.0
90009,21,21,821,0.025578562728380026,,
99835,0,0,10,0.0,3050.132611984612,8368.0
90885,0,0,0,,,
92696,0,0,1,0.0,,
97844,0,0,1,0.0,40.61556449348994,3701.0
92561,66,66,1407,0.046908315565031986,163.79650813066084,2157.0
99208,0,0,37,0.0,48.813900157910126,58669.0
91305,1,1,62,0.016129032258064516,,
90320,0,0,3,0.0,,
94304,410,411,2361,0.17365523083439222,4.806614575036623,5000.0
99223,0,0,20,0.0,32.070423261191635,36094.0
93053,0,0,1,0.0,,
91117,3,3,178,0.016853932584269662,,
90022,618,630,40038,0.015435336430391128,4.426582072427469,60343.0
94925,1091,1096,7764,0.14052035033487892,4.19881517577478,10077.0
94118,2131,2140,18955,0.11242416249010816,2.006073605380279,39130.0
95309,3,3,261,0.011494252873563218,0.018354919232263792,0.0
95678,1468,1470,33015,0.04446463728608208,11.424860970213166,45346.0
90225,0,0,1,0.0,,
93118,3,3,200,0.015,,
94143,6,6,119,0.05042016806722689,,
93844,0,0,0,,,
93203,114,114,13247,0.008605722050275533,172.0928828940999,20712.0
94060,36,36,1372,0.026239067055393587,73.78640107658842,1465.0
90258,0,0,1,0.0,,
94615,0,0,17,0.0,,
90893,0,0,0,,,
97147,0,0,1,0.0,0.5143663103525771,448.0
95591,0,0,1,0.0,,
90045,16532,16562,94383,0.1751586620471907,10.759359123554667,41786.0
96740,12,12,127,0.09448818897637795,270.53103334868655,39338.0
91412,3,3,178,0.016853932584269662,,
92126,4398,4417,57482,0.07651090776242998,11.586375408539945,76059.0
93960,217,217,15614,0.013897784039964134,178.9659039957937,27471.0
95944,0,0,79,0.0,9.415709560548583,122.0
91754,2060,2091,25033,0.08229137538449247,4.529188208813884,32248.0
91134,0,0,1,0.0,,
90605,941,953,29957,0.03141169008912775,6.395919396263991,39387.0
90059,443,454,24701,0.017934496579085867,3.1780720089190453,37511.0
92590,302,304,5185,0.05824493731918997,54.39820348133764,5089.0
94606,1000,1019,19673,0.05083108829360036,2.5589741026946835,39966.0
92537,0,0,0,,,
98042,0,0,34,0.0,28.362289282582697,50216.0
93349,0,0,1,0.0,,
90024,2780,2800,17073,0.16283019973056873,2.973864346200057,51675.0
95453,178,178,11471,0.01551739168337547,87.63566569263571,11741.0
97206,2,2,45,0.044444444444444446,6.452553841393029,49890.0
94214,2,2,2,1.0,,
95699,3,3,129,0.023255813953488372,3.4941643624873344,147.0
90054,3,3,348,0.008620689655172414,,
95606,10,10,354,0.02824858757062147,37.38592820219357,232.0
92728,20,20,403,0.04962779156327544,,
94513,4119,4128,53833,0.07651440566195457,80.35234921050925,69755.0
99929,0,0,1,0.0,2744.8724527779245,2087.0
96860,0,0,2,0.0,1.8872354370633082,4710.0
90855,0,0,0,,,
92168,11,11,292,0.03767123287671233,,
92149,2,2,185,0.010810810810810811,,
92338,0,0,13,0.0,93.65165203449102,0.0
93435,1,1,38,0.02631578947368421,,
98501,3,3,30,0.1,36.512653165831864,48067.0
91335,2759,2791,52935,0.05212052517238122,6.597527326056579,74526.0
93307,476,476,54131,0.008793482477693003,141.4922967318017,85945.0
98248,1,1,10,0.1,74.01096346823941,28498.0
92045,0,0,3,0.0,,
94581,14,14,494,0.02834008097165992,,
97224,3,3,36,0.08333333333333333,9.048289456502136,36569.0
92357,0,0,4,0.0,,
92932,0,0,1,0.0,,
92505,1145,1157,35388,0.03235560076862213,10.176439060655927,53419.0
92930,0,0,2,0.0,,
98290,0,0,208,0.0,120.10189741409421,39826.0
94016,0,0,39,0.0,,
97131,0,0,2,0.0,142.88918951700987,2359.0
93668,6,6,843,0.0071174377224199285,48.012412303492546,741.0
96694,0,0,2,0.0,,
97212,0,0,29,0.0,2.7291555046077045,28042.0
92161,0,0,2,0.0,0.08774850644006453,29.0
94188,17,17,428,0.0397196261682243,0.08711472250253725,0.0
92030,13,13,536,0.024253731343283583,,
90504,1669,1699,24697,0.06757905818520468,4.427488763261428,33084.0
94805,698,703,10401,0.06710893183347755,1.8652460960858228,14670.0
94592,97,97,821,0.11814859926918392,8.277875760414785,1049.0
90028,1604,1625,16535,0.09700635016631388,1.5105753935664834,32883.0
95113,280,285,1699,0.164802825191289,0.34827884223231287,2640.0
90072,0,0,25,0.0,,
93060,636,636,26643,0.023871185677288593,93.15386934967088,34501.0
97221,1,1,15,0.06666666666666667,4.409397975605964,12915.0
92116,1561,1565,22212,0.07027732757068252,3.379805327124995,31843.0
95677,1418,1420,24314,0.05832030928683063,9.763876423810308,29206.0
92497,0,0,2,0.0,,
91933,5,5,422,0.011848341232227487,,
98847,0,0,2,0.0,184.7355479105778,1641.0
92539,50,50,3291,0.015192950470981464,130.3483390624331,3774.0
91642,0,0,1,0.0,,
98402,3,3,29,0.10344827586206896,1.3845653341114705,8080.0
95641,29,29,1561,0.018577834721332478,44.75549144199815,2214.0
92816,7,7,165,0.04242424242424243,,
97477,0,0,23,0.0,12.576046206195594,37534.0
92314,117,117,7031,0.01664059166548144,36.6269980457673,9334.0
91691,0,0,1,0.0,,
92056,2477,2487,43328,0.05716857459379616,12.332834214599448,53616.0
90834,0,0,0,,,
96771,0,0,5,0.0,76.85102792273398,7793.0
93367,0,0,1,0.0,,
93526,9,9,789,0.011406844106463879,53.546761721128014,825.0
90601,1286,1308,24377,0.052754645772654554,10.74354358118674,30078.0
90243,0,0,1,0.0,,
95798,3,3,227,0.013215859030837005,,
91180,0,0,1,0.0,,
99339,1,1,1,1.0,,
92339,25,25,892,0.028026905829596414,78.94365884522678,1302.0
97862,0,0,6,0.0,292.9271909329695,12313.0
95432,16,16,394,0.04060913705583756,72.26209920632857,707.0
94578,1259,1270,26148,0.04814899801132018,4.558613959477876,41769.0
91769,7,7,799,0.008760951188986232,,
93670,0,0,108,0.0,0.04663116621850949,0.0
92310,93,93,2282,0.04075372480280456,82.71064240143785,8419.0
96067,158,158,7866,0.02008644800406814,77.13136760319419,7839.0
98272,0,0,13,0.0,107.07517092580984,31436.0
93584,2,2,232,0.008620689655172414,,
