GEOID,NAMELSAD,COUNTYFP,TRACTCE,tract_area_sq_mi,station_count,total_evse,stations_per_sq_mi,evse_per_sq_mi,population,ev_vehicles_area_weighted,zev_vehicles_area_weighted,light_duty_vehicles_area_weighted,ev_vehicles_population_weighted,zev_vehicles_population_weighted,light_duty_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_area_weighted,ev_share_light_duty_area_weighted,evse_per_1000_light_duty_vehicles_population_weighted,ev_share_light_duty_population_weighted,is_benchmark_20to100,is_above_standard_gt100,is_below_standard_lt20,predicted_target_evse_count,current_total_evse,model_gap_evse_all_tracts,application_group,planning_gap_evse_non_benchmark_only,planning_gap_bin
06037277100,Census Tract 2771,37,277100,0.4764939974659563,0.0,0.0,0.0,0.0,3179,732.143864300953,733.4724582961791,4179.889568393095,1302.627648641118,1304.9914781511145,7436.844021404495,0.0,0.1751586620462837,0.0,0.1751586620469563,False,False,True,388.0,0.0,388.0,below_standard_gap_application,388.0,251-500
06085505006,Census Tract 5050.06,85,505006,5.501565288144906,39.0,144.0,7.0888916076374615,26.17436901281524,11179,2027.9528910068816,2048.919782985552,18199.140143800527,1049.154395233092,1060.6127460435005,8347.613194952262,7.912461735125057,0.1114312475745012,17.250439932587643,0.1256831588540192,False,False,True,531.0,144.0,387.0,below_standard_gap_application,387.0,251-500
06059032053,Census Tract 320.53,59,32053,3.2446163973333544,0.0,0.0,0.0,0.0,8654,792.5774132170588,797.2338667888353,8532.828632025343,700.7598619416323,704.8768803018323,7544.327802473848,0.0,0.092885659304391,0.0,0.0928856593044442,False,False,True,387.0,0.0,387.0,below_standard_gap_application,387.0,251-500
06037920028,Census Tract 9200.28,37,920028,0.994007539323878,0.0,0.0,0.0,0.0,8576,210.87129327245873,211.85958406378649,2400.848379851413,702.1519015377017,705.4907988008376,7538.279864077986,0.0,0.0878319909920798,0.0,0.0931448439429334,False,False,True,386.0,0.0,386.0,below_standard_gap_application,386.0,251-500
06061021038,Census Tract 210.38,61,21038,1.0737414619087418,0.0,0.0,0.0,0.0,7758,155.13800181136148,155.41844848678053,1761.485568307136,665.7251068205348,666.9285540144585,7558.85182503498,0.0,0.0880722525365086,0.0,0.0880722525365092,False,False,True,385.0,0.0,385.0,below_standard_gap_application,385.0,251-500
06059110604,Census Tract 1106.04,59,110604,1.3701546877803217,0.0,0.0,0.0,0.0,9200,676.6998964122087,687.1118196722676,8603.969564251727,592.4630873237952,601.5559084677448,7550.166505411156,0.0,0.0786497315406368,0.0,0.078470201537831,False,False,True,384.0,0.0,384.0,below_standard_gap_application,384.0,251-500
06077003504,Census Tract 35.04,77,3504,2.077468284642765,1.0,1.0,0.4813551221899674,0.4813551221899674,8195,93.69473315138085,93.99845290598152,2513.92316584555,314.390645270736,315.37148743177494,7677.566118503002,0.3977846314422474,0.0372703248947017,0.1302496109528762,0.040949259233737,False,False,True,384.0,1.0,383.0,below_standard_gap_application,383.0,251-500
06001450752,Census Tract 4507.52,1,450752,6.716779200032745,5.0,10.0,0.744404401439253,1.488808802878506,9709,1290.040178836638,1295.9854679308546,8067.752196546855,827.1232227806569,830.8158045861129,7511.790647996249,1.2395026218430685,0.1599008183950913,1.3312405082358725,0.1101099939468214,False,False,True,392.0,10.0,382.0,below_standard_gap_application,382.0,251-500
06013302014,Census Tract 3020.14,13,302014,1.4830042528573428,0.0,0.0,0.0,0.0,8261,153.63588703346693,154.38655097662618,2995.3159474166723,390.8991423849379,392.8090730480508,7621.047774866021,0.0,0.0512920472265942,0.0,0.0512920472266439,False,False,True,381.0,0.0,381.0,below_standard_gap_application,381.0,251-500
06077003219,Census Tract 32.19,77,3219,1.647961080369433,0.0,0.0,0.0,0.0,11405,207.2597027173747,207.7912077789578,6014.500196373272,262.58548502836504,263.26145545801324,7599.441197284391,0.0,0.0344600043146314,0.0,0.0345532623006805,False,False,True,380.0,0.0,380.0,below_standard_gap_application,380.0,251-500
06083002409,Census Tract 24.09,83,2409,2.8038053854146,0.0,0.0,0.0,0.0,10076,32.63760726727825,32.63760726727825,2094.5259967990005,177.1855507429064,177.1855507429064,7651.932632810912,0.0,0.0155823357251985,0.0,0.0231556600463454,False,False,True,379.0,0.0,379.0,below_standard_gap_application,379.0,251-500
06047002301,Census Tract 23.01,47,2301,3.10680736326195,2.0,14.0,0.6437476696012872,4.50623368720901,10253,6.482804843358018,6.4906248733258805,299.2099866303552,168.06587446186091,168.26860772417922,7756.980082822343,46.78988210809833,0.0216664053107521,1.804826085734406,0.0216664053107521,False,False,True,392.0,14.0,378.0,below_standard_gap_application,378.0,251-500
06077005137,Census Tract 51.37,77,5137,2.246194140206942,17.0,44.0,7.568357380913561,19.58868969177627,9636,112.39023542105151,112.58476633480495,1888.0684161624768,468.9033302672236,469.71493274280505,7877.210727375345,23.304240261288076,0.0595265693017025,5.585733519491692,0.0595265693017025,False,False,True,421.0,44.0,377.0,below_standard_gap_application,377.0,251-500
06025011201,Census Tract 112.01,25,11201,5.577682147057816,2.0,3.0,0.3585718847487543,0.5378578271231316,8978,23.23387237942672,23.23387237942672,1738.16876744359,112.64367470944558,112.64367470944558,7685.862138457553,1.7259543815254756,0.0133668679443584,0.3903270636340166,0.0146559582620944,False,False,True,378.0,3.0,375.0,below_standard_gap_application,375.0,251-500
06095252205,Census Tract 2522.05,95,252205,13.82420868482575,0.0,0.0,0.0,0.0,8310,516.568439252997,518.6244842794177,6985.872708765663,557.2109042242887,559.441403237818,7475.740863234367,0.0,0.0739447254177452,0.0,0.0745358773689772,False,False,True,371.0,0.0,371.0,below_standard_gap_application,371.0,251-500
06065042731,Census Tract 427.31,65,42731,7.968873896044507,0.0,0.0,0.0,0.0,9624,214.8010776620956,216.0115142235508,5476.902509901483,246.84896663199297,248.4122609027713,7547.557423911655,0.0,0.0392194451651759,0.0,0.0327058083519766,False,False,True,369.0,0.0,369.0,below_standard_gap_application,369.0,251-500
06099000514,Census Tract 5.14,99,514,0.4133608292619701,0.0,0.0,0.0,0.0,4575,34.78621467706183,34.78621467706183,1520.2913745209776,174.7194541546579,174.7194541546579,7635.912144459234,0.0,0.0228812813517556,0.0,0.0228812813517554,False,False,True,364.0,0.0,364.0,below_standard_gap_application,364.0,251-500
06073021502,Census Tract 215.02,73,21502,4.131453025057315,3.0,23.0,0.7261367808867636,5.5670486534651875,9517,1965.5602640614384,1971.3465601286491,10195.453670425106,1394.0806331603344,1398.1845842996202,7231.161907421633,2.255907460667319,0.192787915829888,3.180678332813178,0.1927879158298935,False,False,True,384.0,23.0,361.0,below_standard_gap_application,361.0,251-500
06059032066,Census Tract 320.66,59,32066,11.24175589391189,8.0,21.0,0.711632602192732,1.8680355807559217,9328,1362.2540457190191,1368.3441877645014,7748.598454322554,1272.6215897712948,1278.3110177280046,7238.7626334664465,2.7101675385288746,0.1758065092351102,2.9010482955902193,0.1758065092351109,False,False,True,379.0,21.0,358.0,below_standard_gap_application,358.0,251-500
06013346204,Census Tract 3462.04,13,346204,5.031465071672744,0.0,0.0,0.0,0.0,7702,1111.143939342979,1115.5297482337974,7839.576604342185,1072.083655056018,1076.5767838506672,7164.695139398396,0.0,0.1417351976288538,0.0,0.149634232049968,False,False,True,357.0,0.0,357.0,below_standard_gap_application,357.0,251-500
06077005214,Census Tract 52.14,77,5214,32.55882515466014,2.0,10.0,0.0614272778731925,0.3071363893659627,11911,1236.6742254574915,1239.9625081748086,14555.15960346299,537.9543065290628,539.4333440836908,7370.527595067681,0.6870415902289922,0.0849646626453522,1.3567549773088088,0.0729872182948014,False,False,True,367.0,10.0,357.0,below_standard_gap_application,357.0,251-500
06065040302,Census Tract 403.02,65,40302,2.215599730605492,0.0,0.0,0.0,0.0,9812,116.7252862183695,118.2054981812836,4385.938532398444,197.65768437958835,200.1642129858513,7426.963618862021,0.0,0.0266135253278477,0.0,0.0266135253278477,False,False,True,353.0,0.0,353.0,below_standard_gap_application,353.0,251-500
06067009312,Census Tract 93.12,67,9312,0.8172795009221264,0.0,0.0,0.0,0.0,7657,77.09029842788956,77.25123850811494,1075.079735906027,526.1352273410745,527.2336307384469,7337.334694451944,0.0,0.0717065868262519,0.0,0.0717065868262635,False,False,True,353.0,0.0,353.0,below_standard_gap_application,353.0,251-500
06059032059,Census Tract 320.59,59,32059,1.001207335400773,0.0,0.0,0.0,0.0,8955,122.6987922242658,123.24733386802396,697.919506837924,1235.5736808096715,1241.097481049016,7028.031477249242,0.0,0.1758065092351113,0.0,0.1758065092351113,False,False,True,352.0,0.0,352.0,below_standard_gap_application,352.0,251-500
06065041910,Census Tract 419.10,65,41910,4.302253195674147,3.0,6.0,0.6973090293747602,1.3946180587495205,7421,237.4110443042456,238.62970863176176,2262.9834896770744,765.0402252773679,768.967284502404,7292.303539690689,2.6513671122082267,0.1049106391572144,0.822785278663057,0.1049106391572145,False,False,True,357.0,6.0,351.0,below_standard_gap_application,351.0,251-500
06073020110,Census Tract 201.10,73,20110,18.338936663208017,0.0,0.0,0.0,0.0,9085,541.2830017020567,543.4361397331919,11528.324962355506,345.14521701729285,346.22285013466296,7357.826866599895,0.0,0.0469524413537576,0.0,0.0469085809268011,False,False,True,350.0,0.0,350.0,below_standard_gap_application,350.0,251-500
06111005906,Census Tract 59.06,111,5906,4.938004786266022,3.0,6.0,0.6075328254731227,1.2150656509462454,6531,407.1436606173544,408.8150221141415,2949.451633380317,990.8248544030632,994.8922799137492,7177.785798707248,2.034276450610414,0.1380404601348671,0.8359123785890389,0.1380404601348671,False,False,True,352.0,6.0,346.0,below_standard_gap_application,346.0,251-500
06071000121,Census Tract 1.21,71,121,9.243204491394364,0.0,0.0,0.0,0.0,8244,1567.7400599683551,1577.0117517410692,13004.680918003176,857.311141702085,862.3813219329425,7111.5474624724975,0.0,0.1205519820019602,0.0,0.1205519820019622,False,False,True,343.0,0.0,343.0,below_standard_gap_application,343.0,251-500
06047002002,Census Tract 20.02,47,2002,74.9983225863011,0.0,0.0,0.0,0.0,7262,54.82233002622808,54.82233002622808,3716.6117980393706,105.2563384434008,105.2563384434008,7396.35590821106,0.0,0.0147506204589751,0.0,0.0142308374217836,False,False,True,340.0,0.0,340.0,below_standard_gap_application,340.0,251-500
06013359203,Census Tract 3592.03,13,359203,1.4339394955975773,0.0,0.0,0.0,0.0,7058,474.18632901192456,475.70291641814606,5218.577264808206,651.9585087474412,654.0436638926889,7175.018854797266,0.0,0.090865058606994,0.0,0.090865058606994,False,False,True,339.0,0.0,339.0,below_standard_gap_application,339.0,251-500
