GEOID,NAMELSAD,COUNTYFP,TRACTCE,tract_area_sq_mi,station_count,total_evse,stations_per_sq_mi,evse_per_sq_mi,population,ev_vehicles_area_weighted,zev_vehicles_area_weighted,light_duty_vehicles_area_weighted,ev_vehicles_population_weighted,zev_vehicles_population_weighted,light_duty_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_area_weighted,ev_share_light_duty_area_weighted,evse_per_1000_light_duty_vehicles_population_weighted,ev_share_light_duty_population_weighted,is_benchmark_20to100,is_above_standard_gt100,is_below_standard_lt20,predicted_target_evse_count,current_total_evse,model_gap_evse_all_tracts,application_group,planning_gap_evse_non_benchmark_only,planning_gap_bin
06067008508,Census Tract 85.08,67,8508,7.307582279794803,17.0,32.0,2.3263508160564097,4.3790133008120655,12300,1564.2995844497618,1569.7070398034157,16065.292357831077,937.9004950240428,941.1426201920314,9632.199487180404,1.991871625317886,0.0973713736175637,3.3221903307327816,0.0973713736174488,False,False,True,794.0,32.0,762.0,below_standard_gap_application,762.0,501-1000
06071002706,Census Tract 27.06,71,2706,15.997382953499546,2.0,4.0,0.1250204490205371,0.2500408980410743,14186,484.1851661356839,488.0648727712569,14613.339157664792,315.341454618047,317.866681549613,9615.893463599246,0.2737225186416052,0.0331330957908908,0.4159779863558089,0.0327937758266317,False,False,True,741.0,4.0,737.0,below_standard_gap_application,737.0,501-1000
06019005912,Census Tract 59.12,19,5912,10.445456993276029,0.0,0.0,0.0,0.0,13429,153.4904469305173,153.49367574683032,2232.4013267101163,643.7208803475177,643.7454572315473,9471.296507165813,0.0,0.0687557586953756,0.0,0.0679654448427931,False,False,True,733.0,0.0,733.0,below_standard_gap_application,733.0,501-1000
06095252317,Census Tract 2523.17,95,252317,12.227002508983729,2.0,4.0,0.1635723881246045,0.3271447762492091,14017,1016.4096026143887,1019.5316159560912,25992.038951017104,374.67728266694706,375.762377972185,9513.145006701632,0.1538932750731151,0.0391046506405229,0.4204708324305116,0.0393852172339433,False,False,True,721.0,4.0,717.0,below_standard_gap_application,717.0,501-1000
06065043001,Census Tract 430.01,65,43001,8.501627858869591,4.0,11.0,0.4704981288762097,1.2938698544095768,13365,159.6037245321326,160.11824330883135,4530.749443858335,336.89494624789637,337.9810034569477,9563.602571468551,2.4278544060544043,0.0352267823480028,1.1501941781663645,0.035226782348,False,False,True,726.0,11.0,715.0,below_standard_gap_application,715.0,501-1000
06037108202,Census Tract 1082.02,37,108202,2.3085473435168,9.0,19.0,3.8985555246571466,8.23028388538731,11154,1411.182117949806,1418.7482748720524,8373.282340579892,1514.407848992361,1522.7841742674975,9180.02395458214,2.2691220989789476,0.1685339226065169,2.0697113748288527,0.1649677447994518,False,False,True,732.0,19.0,713.0,below_standard_gap_application,713.0,501-1000
06037601401,Census Tract 6014.01,37,601401,0.6073742146754562,0.0,0.0,0.0,0.0,6057,1419.7506389539958,1422.6880540690718,13593.133229593765,979.7691442658794,981.7962528402192,9380.61385343699,0.0,0.104446165205167,0.0,0.104446165205585,False,False,True,706.0,0.0,706.0,below_standard_gap_application,706.0,501-1000
06061021323,Census Tract 213.23,61,21323,3.4243544127264087,0.0,0.0,0.0,0.0,11540,753.647283274246,757.7211744839294,8974.090797852488,779.3926102472927,783.5971172322174,9293.660308873348,0.0,0.0839803496811726,0.0,0.0838628252318571,False,False,True,695.0,0.0,695.0,below_standard_gap_application,695.0,501-1000
06059032049,Census Tract 320.49,59,32049,4.027105366949178,0.0,0.0,0.0,0.0,10469,916.9284101693434,922.890912723928,8265.302830713656,1124.7327665072344,1131.4471395413714,9150.003253918276,0.0,0.1109370617083817,0.0,0.1229215701126219,False,False,True,688.0,0.0,688.0,below_standard_gap_application,688.0,501-1000
06065041915,Census Tract 419.15,65,41915,19.550036580637183,0.0,0.0,0.0,0.0,9285,1079.8023186100252,1085.3547721699051,10324.617546611576,953.0698319487024,957.9661013226053,9097.917963950827,0.0,0.104585212356307,0.0,0.1047569164423225,False,False,True,658.0,0.0,658.0,below_standard_gap_application,658.0,501-1000
06037601100,Census Tract 6011,37,601100,0.2473266030094558,0.0,0.0,0.0,0.0,6188,534.3000004111196,535.4843152151267,5285.731958544889,924.6263166811646,926.668738168866,9131.88149463412,0.0,0.1010834458882034,0.0,0.1012525531813431,False,False,True,649.0,0.0,649.0,below_standard_gap_application,649.0,501-1000
06059052430,Census Tract 524.30,59,52430,17.76937017932236,0.0,0.0,0.0,0.0,17078,3821.275870939596,3850.457055694599,18513.54403843121,1636.7273651453727,1648.7593039445233,8412.883690853716,0.0,0.2064043417622918,0.0,0.1945501002141255,False,False,True,606.0,0.0,606.0,below_standard_gap_application,606.0,501-1000
06059075518,Census Tract 755.18,59,75518,2.574779904521823,8.0,32.0,3.107061689409031,12.428246757636124,11153,1701.7485906876502,1723.7918423270507,10880.369170289956,1367.8715032444854,1385.560731873932,8760.028868093177,2.9410766766425094,0.1564054090493971,3.6529559984161946,0.156149200401235,False,False,True,629.0,32.0,597.0,below_standard_gap_application,597.0,501-1000
06061021328,Census Tract 213.28,61,21328,71.58921722845461,0.0,0.0,0.0,0.0,12999,3247.0853272455106,3254.5598913567815,42238.64679154022,584.8904943392567,586.1197046456504,8844.67476951202,0.0,0.0768747479830687,0.0,0.0661291126673645,False,False,True,595.0,0.0,595.0,below_standard_gap_application,595.0,501-1000
06061021325,Census Tract 213.25,61,21325,2.4686370916961495,2.0,2.0,0.81016363511975,0.81016363511975,9075,356.6775049576337,357.32227941195316,4049.8283475805865,778.7387657123489,780.14651039975,8842.044381566458,0.493848091412275,0.0880722525365098,0.2261920336171938,0.0880722525365098,False,False,True,592.0,2.0,590.0,below_standard_gap_application,590.0,501-1000
06037920121,Census Tract 9201.21,37,920121,4.710762167465615,7.0,38.0,1.485959118960572,8.066635217214534,11359,1217.346921105694,1221.0834430369057,11412.390075161846,918.198525900812,921.049669780496,8784.117721851417,3.3297144375308343,0.106668884702351,4.325989382572937,0.1045293966879219,False,False,True,601.0,38.0,563.0,below_standard_gap_application,563.0,501-1000
06085504505,Census Tract 5045.05,85,504505,0.7453867170509852,8.0,14.0,10.732683876700731,18.78219678422628,11610,259.5101761257273,261.068696222577,1967.3829222540708,1128.478979215328,1135.2561977207222,8555.15689201396,7.116052417472402,0.1319062868698693,1.63643988961426,0.1319062868699388,False,False,True,574.0,14.0,560.0,below_standard_gap_application,560.0,501-1000
06065043235,Census Tract 432.35,65,43235,5.838276360306209,0.0,0.0,0.0,0.0,13536,542.105531428694,542.7190481615326,7026.774884339738,668.0448137042931,668.7437128413587,8574.505045590002,0.0,0.0771485553972791,0.0,0.0779105977723902,False,False,True,553.0,0.0,553.0,below_standard_gap_application,553.0,501-1000
06065042726,Census Tract 427.26,65,42726,6.458792257572027,0.0,0.0,0.0,0.0,12017,347.4836861154448,348.5282399453538,5400.989146933121,571.6579929493074,573.2160041225188,8636.564324447947,0.0,0.0643370458007231,0.0,0.066190440026144,False,False,True,552.0,0.0,552.0,below_standard_gap_application,552.0,501-1000
06059075516,Census Tract 755.16,59,75516,3.912538653145494,68.0,167.0,17.380019989152373,42.68328438512421,11338,2536.3019360886474,2573.559205439974,19478.89651300863,1191.4092489345376,1208.7179142708137,9227.704574218777,8.573380935027407,0.1302076806247635,18.09767517553393,0.129112201127809,False,False,True,715.0,167.0,548.0,below_standard_gap_application,548.0,501-1000
