GEOID,NAMELSAD,COUNTYFP,county_name,current_total_evse,predicted_target_evse_count,baseline_target_evse_count,planning_gap_evse_non_benchmark_only,baseline_gap_evse,target_difference_final_minus_baseline,gap_difference_final_minus_baseline
06037432902,Census Tract 4329.02,37,Los Angeles,0.0,64.0,12.0,64.0,12.0,52.0,52.0
06025011001,Census Tract 110.01,25,Imperial,6.0,269.0,4.0,263.0,0.0,265.0,263.0
06025011302,Census Tract 113.02,25,Imperial,20.0,43.0,13.0,23.0,0.0,30.0,23.0
06025011002,Census Tract 110.02,25,Imperial,0.0,1484.0,15.0,1484.0,15.0,1469.0,1469.0
06025010401,Census Tract 104.01,25,Imperial,0.0,60.0,34.0,60.0,34.0,26.0,26.0
06025010402,Census Tract 104.02,25,Imperial,0.0,97.0,26.0,97.0,26.0,71.0,71.0
06025011303,Census Tract 113.03,25,Imperial,0.0,106.0,5.0,106.0,5.0,101.0,101.0
06025011901,Census Tract 119.01,25,Imperial,2.0,63.0,4.0,61.0,2.0,59.0,59.0
06025012102,Census Tract 121.02,25,Imperial,0.0,104.0,43.0,104.0,43.0,61.0,61.0
06025012003,Census Tract 120.03,25,Imperial,0.0,134.0,40.0,134.0,40.0,94.0,94.0
06025011903,Census Tract 119.03,25,Imperial,0.0,182.0,6.0,182.0,6.0,176.0,176.0
06025011902,Census Tract 119.02,25,Imperial,0.0,109.0,50.0,109.0,50.0,59.0,59.0
06025012004,Census Tract 120.04,25,Imperial,0.0,222.0,29.0,222.0,29.0,193.0,193.0
06025012101,Census Tract 121.01,25,Imperial,8.0,89.0,46.0,81.0,38.0,43.0,43.0
06025011301,Census Tract 113.01,25,Imperial,0.0,155.0,32.0,155.0,32.0,123.0,123.0
06025012202,Census Tract 122.02,25,Imperial,0.0,108.0,29.0,108.0,29.0,79.0,79.0
06025012201,Census Tract 122.01,25,Imperial,0.0,157.0,35.0,157.0,35.0,122.0,122.0
06051000201,Census Tract 2.01,51,Mono,8.0,94.0,32.0,86.0,24.0,62.0,62.0
06051000202,Census Tract 2.02,51,Mono,34.0,132.0,43.0,98.0,9.0,89.0,89.0
06037237401,Census Tract 2374.01,37,Los Angeles,0.0,62.0,18.0,62.0,18.0,44.0,44.0
06037237402,Census Tract 2374.02,37,Los Angeles,0.0,69.0,18.0,69.0,18.0,51.0,51.0
06037239202,Census Tract 2392.02,37,Los Angeles,0.0,82.0,11.0,82.0,11.0,71.0,71.0
06037239501,Census Tract 2395.01,37,Los Angeles,0.0,58.0,19.0,58.0,19.0,39.0,39.0
06037239502,Census Tract 2395.02,37,Los Angeles,0.0,57.0,18.0,57.0,18.0,39.0,39.0
06037239602,Census Tract 2396.02,37,Los Angeles,0.0,58.0,21.0,58.0,21.0,37.0,37.0
06037239701,Census Tract 2397.01,37,Los Angeles,0.0,63.0,20.0,63.0,20.0,43.0,43.0
06037214902,Census Tract 2149.02,37,Los Angeles,25.0,54.0,18.0,29.0,0.0,36.0,29.0
06037234501,Census Tract 2345.01,37,Los Angeles,0.0,56.0,15.0,56.0,15.0,41.0,41.0
06037234502,Census Tract 2345.02,37,Los Angeles,1.0,50.0,17.0,49.0,16.0,33.0,33.0
06037265201,Census Tract 2652.01,37,Los Angeles,3.0,43.0,19.0,40.0,16.0,24.0,24.0
06037275101,Census Tract 2751.01,37,Los Angeles,1.0,38.0,22.0,37.0,21.0,16.0,16.0
06037119700,Census Tract 1197,37,Los Angeles,0.0,85.0,11.0,85.0,11.0,74.0,74.0
06037119900,Census Tract 1199,37,Los Angeles,0.0,74.0,13.0,74.0,13.0,61.0,61.0
06037120020,Census Tract 1200.20,37,Los Angeles,2.0,75.0,18.0,73.0,16.0,57.0,57.0
06037120030,Census Tract 1200.30,37,Los Angeles,1.0,52.0,21.0,51.0,20.0,31.0,31.0
06037462100,Census Tract 4621,37,Los Angeles,0.0,89.0,13.0,89.0,13.0,76.0,76.0
06037462400,Census Tract 4624,37,Los Angeles,0.0,74.0,11.0,74.0,11.0,63.0,63.0
06037295103,Census Tract 2951.03,37,Los Angeles,0.0,85.0,9.0,85.0,9.0,76.0,76.0
06037102103,Census Tract 1021.03,37,Los Angeles,0.0,51.0,12.0,51.0,12.0,39.0,39.0
06037533001,Census Tract 5330.01,37,Los Angeles,0.0,69.0,19.0,69.0,19.0,50.0,50.0
06037536104,Census Tract 5361.04,37,Los Angeles,0.0,70.0,9.0,70.0,9.0,61.0,61.0
06037600304,Census Tract 6003.04,37,Los Angeles,0.0,58.0,19.0,58.0,19.0,39.0,39.0
06037910715,Census Tract 9107.15,37,Los Angeles,4.0,133.0,9.0,129.0,5.0,124.0,124.0
06037104201,Census Tract 1042.01,37,Los Angeles,0.0,87.0,12.0,87.0,12.0,75.0,75.0
06037910716,Census Tract 9107.16,37,Los Angeles,0.0,130.0,8.0,130.0,8.0,122.0,122.0
06037104310,Census Tract 1043.10,37,Los Angeles,0.0,91.0,10.0,91.0,10.0,81.0,81.0
06037104401,Census Tract 1044.01,37,Los Angeles,0.0,60.0,16.0,60.0,16.0,44.0,44.0
06037124700,Census Tract 1247,37,Los Angeles,3.0,99.0,11.0,96.0,8.0,88.0,88.0
06037602802,Census Tract 6028.02,37,Los Angeles,0.0,70.0,11.0,70.0,11.0,59.0,59.0
06037603006,Census Tract 6030.06,37,Los Angeles,5.0,48.0,15.0,43.0,10.0,33.0,33.0
06037603801,Census Tract 6038.01,37,Los Angeles,0.0,90.0,16.0,90.0,16.0,74.0,74.0
06037700101,Census Tract 7001.01,37,Los Angeles,25.0,101.0,16.0,76.0,0.0,85.0,76.0
06037700501,Census Tract 7005.01,37,Los Angeles,8.0,83.0,17.0,75.0,9.0,66.0,66.0
06037700502,Census Tract 7005.02,37,Los Angeles,35.0,79.0,18.0,44.0,0.0,61.0,44.0
06037700802,Census Tract 7008.02,37,Los Angeles,0.0,97.0,16.0,97.0,16.0,81.0,81.0
06037701402,Census Tract 7014.02,37,Los Angeles,13.0,127.0,12.0,114.0,0.0,115.0,114.0
06037104500,Census Tract 1045,37,Los Angeles,0.0,70.0,18.0,70.0,18.0,52.0,52.0
06037104610,Census Tract 1046.10,37,Los Angeles,0.0,64.0,17.0,64.0,17.0,47.0,47.0
06037104620,Census Tract 1046.20,37,Los Angeles,0.0,66.0,18.0,66.0,18.0,48.0,48.0
06037104701,Census Tract 1047.01,37,Los Angeles,0.0,83.0,17.0,83.0,17.0,66.0,66.0
06037125200,Census Tract 1252,37,Los Angeles,0.0,78.0,11.0,78.0,11.0,67.0,67.0
06013303204,Census Tract 3032.04,13,Contra Costa,0.0,97.0,15.0,97.0,15.0,82.0,82.0
06013355110,Census Tract 3551.10,13,Contra Costa,0.0,90.0,16.0,90.0,16.0,74.0,74.0
06013306004,Census Tract 3060.04,13,Contra Costa,0.0,71.0,16.0,71.0,16.0,55.0,55.0
06013304004,Census Tract 3040.04,13,Contra Costa,0.0,129.0,12.0,129.0,12.0,117.0,117.0
06037106642,Census Tract 1066.42,37,Los Angeles,0.0,80.0,10.0,80.0,10.0,70.0,70.0
06037106643,Census Tract 1066.43,37,Los Angeles,0.0,91.0,6.0,91.0,6.0,85.0,85.0
06037107010,Census Tract 1070.10,37,Los Angeles,0.0,63.0,16.0,63.0,16.0,47.0,47.0
06037107020,Census Tract 1070.20,37,Los Angeles,0.0,106.0,13.0,106.0,13.0,93.0,93.0
06037108101,Census Tract 1081.01,37,Los Angeles,0.0,58.0,12.0,58.0,12.0,46.0,46.0
06037108102,Census Tract 1081.02,37,Los Angeles,1.0,83.0,9.0,82.0,8.0,74.0,74.0
06019006602,Census Tract 66.02,19,Fresno,1.0,96.0,21.0,95.0,20.0,75.0,75.0
06061021103,Census Tract 211.03,61,Placer,41.0,138.0,15.0,97.0,0.0,123.0,97.0
06061021502,Census Tract 215.02,61,Placer,32.0,100.0,12.0,68.0,0.0,88.0,68.0
06013303202,Census Tract 3032.02,13,Contra Costa,0.0,238.0,11.0,238.0,11.0,227.0,227.0
06013320003,Census Tract 3200.03,13,Contra Costa,2.0,64.0,19.0,62.0,17.0,45.0,45.0
06013392300,Census Tract 3923,13,Contra Costa,0.0,71.0,12.0,71.0,12.0,59.0,59.0
06037600303,Census Tract 6003.03,37,Los Angeles,0.0,70.0,21.0,70.0,21.0,49.0,49.0
06037602505,Census Tract 6025.05,37,Los Angeles,0.0,80.0,23.0,80.0,23.0,57.0,57.0
06037602506,Census Tract 6025.06,37,Los Angeles,0.0,77.0,23.0,77.0,23.0,54.0,54.0
06037106010,Census Tract 1060.10,37,Los Angeles,14.0,76.0,8.0,62.0,0.0,68.0,62.0
06037123104,Census Tract 1231.04,37,Los Angeles,0.0,96.0,15.0,96.0,15.0,81.0,81.0
06037123204,Census Tract 1232.04,37,Los Angeles,0.0,67.0,23.0,67.0,23.0,44.0,44.0
06037123206,Census Tract 1232.06,37,Los Angeles,0.0,56.0,17.0,56.0,17.0,39.0,39.0
06037123301,Census Tract 1233.01,37,Los Angeles,5.0,79.0,11.0,74.0,6.0,68.0,68.0
06037123303,Census Tract 1233.03,37,Los Angeles,1.0,63.0,16.0,62.0,15.0,47.0,47.0
06037125310,Census Tract 1253.10,37,Los Angeles,4.0,83.0,13.0,79.0,9.0,70.0,70.0
06037125600,Census Tract 1256,37,Los Angeles,0.0,59.0,13.0,59.0,13.0,46.0,46.0
06037127210,Census Tract 1272.10,37,Los Angeles,4.0,112.0,10.0,108.0,6.0,102.0,102.0
06037127220,Census Tract 1272.20,37,Los Angeles,7.0,93.0,16.0,86.0,9.0,77.0,77.0
06037127300,Census Tract 1273,37,Los Angeles,1.0,74.0,12.0,73.0,11.0,62.0,62.0
06037127400,Census Tract 1274,37,Los Angeles,1.0,119.0,9.0,118.0,8.0,110.0,110.0
06061021003,Census Tract 210.03,61,Placer,43.0,183.0,12.0,140.0,0.0,171.0,140.0
06061020105,Census Tract 201.05,61,Placer,0.0,88.0,6.0,88.0,6.0,82.0,82.0
06061020601,Census Tract 206.01,61,Placer,3.0,238.0,5.0,235.0,2.0,233.0,233.0
06061021304,Census Tract 213.04,61,Placer,0.0,144.0,2.0,144.0,2.0,142.0,142.0
06037602507,Census Tract 6025.07,37,Los Angeles,0.0,82.0,23.0,82.0,23.0,59.0,59.0
06037240402,Census Tract 2404.02,37,Los Angeles,2.0,62.0,17.0,60.0,15.0,45.0,45.0
06037241001,Census Tract 2410.01,37,Los Angeles,0.0,93.0,13.0,93.0,13.0,80.0,80.0
06037533805,Census Tract 5338.05,37,Los Angeles,0.0,67.0,19.0,67.0,19.0,48.0,48.0
06037402405,Census Tract 4024.05,37,Los Angeles,0.0,51.0,13.0,51.0,13.0,38.0,38.0
06037402705,Census Tract 4027.05,37,Los Angeles,0.0,71.0,14.0,71.0,14.0,57.0,57.0
06037402706,Census Tract 4027.06,37,Los Angeles,0.0,65.0,12.0,65.0,12.0,53.0,53.0
06037402803,Census Tract 4028.03,37,Los Angeles,0.0,71.0,16.0,71.0,16.0,55.0,55.0
06037402804,Census Tract 4028.04,37,Los Angeles,0.0,89.0,11.0,89.0,11.0,78.0,78.0
06037402903,Census Tract 4029.03,37,Los Angeles,0.0,82.0,10.0,82.0,10.0,72.0,72.0
06037104108,Census Tract 1041.08,37,Los Angeles,0.0,103.0,12.0,103.0,12.0,91.0,91.0
06037106406,Census Tract 1064.06,37,Los Angeles,0.0,157.0,9.0,157.0,9.0,148.0,148.0
06037109100,Census Tract 1091,37,Los Angeles,26.0,63.0,8.0,37.0,0.0,55.0,37.0
06037109200,Census Tract 1092,37,Los Angeles,0.0,69.0,13.0,69.0,13.0,56.0,56.0
06037109300,Census Tract 1093,37,Los Angeles,0.0,71.0,12.0,71.0,12.0,59.0,59.0
06037109400,Census Tract 1094,37,Los Angeles,0.0,80.0,11.0,80.0,11.0,69.0,69.0
06037109500,Census Tract 1095,37,Los Angeles,1.0,77.0,12.0,76.0,11.0,65.0,65.0
06037109601,Census Tract 1096.01,37,Los Angeles,0.0,119.0,9.0,119.0,9.0,110.0,110.0
06037127520,Census Tract 1275.20,37,Los Angeles,0.0,88.0,21.0,88.0,21.0,67.0,67.0
06013370000,Census Tract 3700,13,Contra Costa,0.0,59.0,21.0,59.0,21.0,38.0,38.0
06037106646,Census Tract 1066.46,37,Los Angeles,0.0,72.0,11.0,72.0,11.0,61.0,61.0
06037407801,Census Tract 4078.01,37,Los Angeles,0.0,108.0,12.0,108.0,12.0,96.0,96.0
06037408005,Census Tract 4080.05,37,Los Angeles,20.0,126.0,7.0,106.0,0.0,119.0,106.0
06037408140,Census Tract 4081.40,37,Los Angeles,0.0,73.0,13.0,73.0,13.0,60.0,60.0
06037406701,Census Tract 4067.01,37,Los Angeles,0.0,65.0,13.0,65.0,13.0,52.0,52.0
06037108104,Census Tract 1081.04,37,Los Angeles,0.0,49.0,14.0,49.0,14.0,35.0,35.0
06037111100,Census Tract 1111,37,Los Angeles,0.0,67.0,12.0,67.0,12.0,55.0,55.0
06037111201,Census Tract 1112.01,37,Los Angeles,0.0,68.0,9.0,68.0,9.0,59.0,59.0
06037111202,Census Tract 1112.02,37,Los Angeles,25.0,154.0,9.0,129.0,0.0,145.0,129.0
06037111204,Census Tract 1112.04,37,Los Angeles,0.0,170.0,7.0,170.0,7.0,163.0,163.0
06037111302,Census Tract 1113.02,37,Los Angeles,0.0,96.0,10.0,96.0,10.0,86.0,86.0
06037127920,Census Tract 1279.20,37,Los Angeles,0.0,80.0,16.0,80.0,16.0,64.0,64.0
06037128210,Census Tract 1282.10,37,Los Angeles,11.0,87.0,17.0,76.0,6.0,70.0,70.0
06037128303,Census Tract 1283.03,37,Los Angeles,0.0,66.0,20.0,66.0,20.0,46.0,46.0
06037128400,Census Tract 1284,37,Los Angeles,8.0,80.0,10.0,72.0,2.0,70.0,70.0
06037128500,Census Tract 1285,37,Los Angeles,0.0,81.0,13.0,81.0,13.0,68.0,68.0
06037123304,Census Tract 1233.04,37,Los Angeles,4.0,88.0,14.0,84.0,10.0,74.0,74.0
06097152000,Census Tract 1520,97,Sonoma,16.0,52.0,26.0,36.0,10.0,26.0,26.0
06037408504,Census Tract 4085.04,37,Los Angeles,0.0,129.0,11.0,129.0,11.0,118.0,118.0
06013306003,Census Tract 3060.03,13,Contra Costa,0.0,106.0,16.0,106.0,16.0,90.0,90.0
06013313205,Census Tract 3132.05,13,Contra Costa,0.0,51.0,17.0,51.0,17.0,34.0,34.0
06013333101,Census Tract 3331.01,13,Contra Costa,0.0,90.0,15.0,90.0,15.0,75.0,75.0
06013333102,Census Tract 3331.02,13,Contra Costa,0.0,87.0,15.0,87.0,15.0,72.0,72.0
06037109800,Census Tract 1098,37,Los Angeles,0.0,86.0,11.0,86.0,11.0,75.0,75.0
06089011600,Census Tract 116,89,Shasta,0.0,67.0,9.0,67.0,9.0,58.0,58.0
06089012302,Census Tract 123.02,89,Shasta,0.0,107.0,7.0,107.0,7.0,100.0,100.0
06089010500,Census Tract 105,89,Shasta,10.0,108.0,33.0,98.0,23.0,75.0,75.0
06089012500,Census Tract 125,89,Shasta,1.0,40.0,2.0,39.0,1.0,38.0,38.0
06089012303,Census Tract 123.03,89,Shasta,12.0,83.0,8.0,71.0,0.0,75.0,71.0
06089012701,Census Tract 127.01,89,Shasta,8.0,75.0,2.0,67.0,0.0,73.0,67.0
06089011900,Census Tract 119,89,Shasta,0.0,156.0,8.0,156.0,8.0,148.0,148.0
06089012200,Census Tract 122,89,Shasta,0.0,162.0,9.0,162.0,9.0,153.0,153.0
06089012702,Census Tract 127.02,89,Shasta,0.0,88.0,2.0,88.0,2.0,86.0,86.0
06089010702,Census Tract 107.02,89,Shasta,0.0,73.0,19.0,73.0,19.0,54.0,54.0
06097152100,Census Tract 1521,97,Sonoma,15.0,65.0,20.0,50.0,5.0,45.0,45.0
06037123510,Census Tract 1235.10,37,Los Angeles,2.0,90.0,14.0,88.0,12.0,76.0,76.0
06097151900,Census Tract 1519,97,Sonoma,0.0,53.0,30.0,53.0,30.0,23.0,23.0
06037123520,Census Tract 1235.20,37,Los Angeles,1.0,53.0,18.0,52.0,17.0,35.0,35.0
06037123601,Census Tract 1236.01,37,Los Angeles,0.0,107.0,10.0,107.0,10.0,97.0,97.0
06037123700,Census Tract 1237,37,Los Angeles,3.0,81.0,13.0,78.0,10.0,68.0,68.0
06037123800,Census Tract 1238,37,Los Angeles,0.0,116.0,11.0,116.0,11.0,105.0,105.0
06037401001,Census Tract 4010.01,37,Los Angeles,0.0,60.0,11.0,60.0,11.0,49.0,49.0
06037401002,Census Tract 4010.02,37,Los Angeles,2.0,101.0,11.0,99.0,9.0,90.0,90.0
06037401101,Census Tract 4011.01,37,Los Angeles,0.0,126.0,7.0,126.0,7.0,119.0,119.0
06037401102,Census Tract 4011.02,37,Los Angeles,11.0,83.0,11.0,72.0,0.0,72.0,72.0
06059032057,Census Tract 320.57,59,Orange,0.0,216.0,12.0,216.0,12.0,204.0,204.0
06037113211,Census Tract 1132.11,37,Los Angeles,0.0,87.0,5.0,87.0,5.0,82.0,82.0
06037113212,Census Tract 1132.12,37,Los Angeles,1.0,61.0,13.0,60.0,12.0,48.0,48.0
06037128910,Census Tract 1289.10,37,Los Angeles,1.0,91.0,11.0,90.0,10.0,80.0,80.0
06037131100,Census Tract 1311,37,Los Angeles,1.0,63.0,12.0,62.0,11.0,51.0,51.0
06037131200,Census Tract 1312,37,Los Angeles,0.0,70.0,12.0,70.0,12.0,58.0,58.0
06037403323,Census Tract 4033.23,37,Los Angeles,9.0,143.0,7.0,134.0,0.0,136.0,134.0
06037403324,Census Tract 4033.24,37,Los Angeles,1.0,197.0,5.0,196.0,4.0,192.0,192.0
06055201004,Census Tract 2010.04,55,Napa,1.0,250.0,13.0,249.0,12.0,237.0,237.0
06055201601,Census Tract 2016.01,55,Napa,17.0,55.0,9.0,38.0,0.0,46.0,38.0
06055200301,Census Tract 2003.01,55,Napa,30.0,178.0,13.0,148.0,0.0,165.0,148.0
06055200505,Census Tract 2005.05,55,Napa,0.0,63.0,25.0,63.0,25.0,38.0,38.0
06055200707,Census Tract 2007.07,55,Napa,15.0,71.0,18.0,56.0,3.0,53.0,53.0
06055201602,Census Tract 2016.02,55,Napa,8.0,67.0,9.0,59.0,1.0,58.0,58.0
06055201007,Census Tract 2010.07,55,Napa,0.0,104.0,19.0,104.0,19.0,85.0,85.0
06055200302,Census Tract 2003.02,55,Napa,0.0,62.0,16.0,62.0,16.0,46.0,46.0
06055201003,Census Tract 2010.03,55,Napa,4.0,134.0,3.0,130.0,0.0,131.0,130.0
06037241202,Census Tract 2412.02,37,Los Angeles,3.0,77.0,12.0,74.0,9.0,65.0,65.0
06037406500,Census Tract 4065,37,Los Angeles,0.0,243.0,9.0,243.0,9.0,234.0,234.0
06037406601,Census Tract 4066.01,37,Los Angeles,0.0,114.0,9.0,114.0,9.0,105.0,105.0
06109004201,Census Tract 42.01,109,Tuolumne,18.0,48.0,2.0,30.0,0.0,46.0,30.0
06109002202,Census Tract 22.02,109,Tuolumne,0.0,89.0,18.0,89.0,18.0,71.0,71.0
06109002201,Census Tract 22.01,109,Tuolumne,0.0,210.0,19.0,210.0,19.0,191.0,191.0
06037262501,Census Tract 2625.01,37,Los Angeles,8.0,84.0,10.0,76.0,2.0,74.0,74.0
06037264103,Census Tract 2641.03,37,Los Angeles,4.0,56.0,27.0,52.0,23.0,29.0,29.0
06037239702,Census Tract 2397.02,37,Los Angeles,0.0,67.0,18.0,67.0,18.0,49.0,49.0
06037239802,Census Tract 2398.02,37,Los Angeles,0.0,82.0,16.0,82.0,16.0,66.0,66.0
06037265601,Census Tract 2656.01,37,Los Angeles,4.0,46.0,16.0,42.0,12.0,30.0,30.0
06037461501,Census Tract 4615.01,37,Los Angeles,0.0,71.0,13.0,71.0,13.0,58.0,58.0
06037650605,Census Tract 6506.05,37,Los Angeles,8.0,60.0,18.0,52.0,10.0,42.0,42.0
06037900508,Census Tract 9005.08,37,Los Angeles,2.0,61.0,6.0,59.0,4.0,55.0,55.0
06037901008,Census Tract 9010.08,37,Los Angeles,4.0,67.0,8.0,63.0,4.0,59.0,59.0
06037106649,Census Tract 1066.49,37,Los Angeles,0.0,56.0,12.0,56.0,12.0,44.0,44.0
06037108202,Census Tract 1082.02,37,Los Angeles,19.0,732.0,5.0,713.0,0.0,727.0,713.0
06037102104,Census Tract 1021.04,37,Los Angeles,1.0,91.0,10.0,90.0,9.0,81.0,81.0
06097152201,Census Tract 1522.01,97,Sonoma,0.0,70.0,27.0,70.0,27.0,43.0,43.0
06097151308,Census Tract 1513.08,97,Sonoma,0.0,160.0,17.0,160.0,17.0,143.0,143.0
06097150702,Census Tract 1507.02,97,Sonoma,0.0,103.0,7.0,103.0,7.0,96.0,96.0
06097150303,Census Tract 1503.03,97,Sonoma,1.0,85.0,4.0,84.0,3.0,81.0,81.0
06097153902,Census Tract 1539.02,97,Sonoma,34.0,105.0,16.0,71.0,0.0,89.0,71.0
06097154100,Census Tract 1541,97,Sonoma,25.0,83.0,1.0,58.0,0.0,82.0,58.0
06097153403,Census Tract 1534.03,97,Sonoma,6.0,90.0,10.0,84.0,4.0,80.0,80.0
06061021401,Census Tract 214.01,61,Placer,0.0,81.0,20.0,81.0,20.0,61.0,61.0
06061020604,Census Tract 206.04,61,Placer,3.0,175.0,10.0,172.0,7.0,165.0,165.0
06061021802,Census Tract 218.02,61,Placer,4.0,190.0,7.0,186.0,3.0,183.0,183.0
06061020606,Census Tract 206.06,61,Placer,0.0,110.0,17.0,110.0,17.0,93.0,93.0
06061020605,Census Tract 206.05,61,Placer,4.0,174.0,10.0,170.0,6.0,164.0,164.0
06061020300,Census Tract 203,61,Placer,18.0,125.0,15.0,107.0,0.0,110.0,107.0
06061020107,Census Tract 201.07,61,Placer,0.0,59.0,12.0,59.0,12.0,47.0,47.0
06061020200,Census Tract 202,61,Placer,0.0,217.0,1.0,217.0,1.0,216.0,216.0
06061021902,Census Tract 219.02,61,Placer,0.0,135.0,7.0,135.0,7.0,128.0,128.0
06061020106,Census Tract 201.06,61,Placer,2.0,51.0,7.0,49.0,5.0,44.0,44.0
06037113237,Census Tract 1132.37,37,Los Angeles,4.0,101.0,6.0,97.0,2.0,95.0,95.0
06037408505,Census Tract 4085.05,37,Los Angeles,0.0,57.0,9.0,57.0,9.0,48.0,48.0
06037408631,Census Tract 4086.31,37,Los Angeles,0.0,120.0,11.0,120.0,11.0,109.0,109.0
06037190401,Census Tract 1904.01,37,Los Angeles,0.0,51.0,31.0,51.0,31.0,20.0,20.0
06037190402,Census Tract 1904.02,37,Los Angeles,11.0,45.0,32.0,34.0,21.0,13.0,13.0
06037190801,Census Tract 1908.01,37,Los Angeles,2.0,50.0,23.0,48.0,21.0,27.0,27.0
06037207501,Census Tract 2075.01,37,Los Angeles,2.0,48.0,35.0,46.0,33.0,13.0,13.0
06037208501,Census Tract 2085.01,37,Los Angeles,0.0,48.0,26.0,48.0,26.0,22.0,22.0
06037185203,Census Tract 1852.03,37,Los Angeles,0.0,50.0,17.0,50.0,17.0,33.0,33.0
06097151000,Census Tract 1510,97,Sonoma,5.0,72.0,7.0,67.0,2.0,65.0,65.0
06097152502,Census Tract 1525.02,97,Sonoma,0.0,114.0,22.0,114.0,22.0,92.0,92.0
06097153003,Census Tract 1530.03,97,Sonoma,0.0,112.0,22.0,112.0,22.0,90.0,90.0
06097150603,Census Tract 1506.03,97,Sonoma,12.0,200.0,16.0,188.0,4.0,184.0,184.0
06097150601,Census Tract 1506.01,97,Sonoma,0.0,96.0,26.0,96.0,26.0,70.0,70.0
06097150100,Census Tract 1501,97,Sonoma,12.0,43.0,2.0,31.0,0.0,41.0,31.0
06097150304,Census Tract 1503.04,97,Sonoma,0.0,151.0,17.0,151.0,17.0,134.0,134.0
06097152801,Census Tract 1528.01,97,Sonoma,11.0,109.0,13.0,98.0,2.0,96.0,96.0
06097153006,Census Tract 1530.06,97,Sonoma,6.0,173.0,16.0,167.0,10.0,157.0,157.0
06097151100,Census Tract 1511,97,Sonoma,2.0,103.0,3.0,101.0,1.0,100.0,100.0
06097153502,Census Tract 1535.02,97,Sonoma,0.0,81.0,4.0,81.0,4.0,77.0,77.0
06097153705,Census Tract 1537.05,97,Sonoma,10.0,125.0,4.0,115.0,0.0,121.0,115.0
06097151503,Census Tract 1515.03,97,Sonoma,0.0,63.0,8.0,63.0,8.0,55.0,55.0
06037433200,Census Tract 4332,37,Los Angeles,3.0,110.0,10.0,107.0,7.0,100.0,100.0
06037433302,Census Tract 4333.02,37,Los Angeles,0.0,45.0,14.0,45.0,14.0,31.0,31.0
06037433403,Census Tract 4334.03,37,Los Angeles,0.0,94.0,15.0,94.0,15.0,79.0,79.0
06037185204,Census Tract 1852.04,37,Los Angeles,0.0,44.0,13.0,44.0,13.0,31.0,31.0
06037211121,Census Tract 2111.21,37,Los Angeles,1.0,47.0,28.0,46.0,27.0,19.0,19.0
06037211202,Census Tract 2112.02,37,Los Angeles,0.0,46.0,30.0,46.0,30.0,16.0,16.0
06059032059,Census Tract 320.59,59,Orange,0.0,352.0,15.0,352.0,15.0,337.0,337.0
06037577604,Census Tract 5776.04,37,Los Angeles,10.0,43.0,10.0,33.0,0.0,33.0,33.0
06067007017,Census Tract 70.17,67,Sacramento,0.0,64.0,10.0,64.0,10.0,54.0,54.0
06037462700,Census Tract 4627,37,Los Angeles,7.0,131.0,10.0,124.0,3.0,121.0,121.0
06037462800,Census Tract 4628,37,Los Angeles,3.0,64.0,12.0,61.0,9.0,52.0,52.0
06073021001,Census Tract 210.01,73,San Diego,0.0,58.0,1.0,58.0,1.0,57.0,57.0
06073013423,Census Tract 134.23,73,San Diego,0.0,78.0,5.0,78.0,5.0,73.0,73.0
06073013320,Census Tract 133.20,73,San Diego,0.0,145.0,7.0,145.0,7.0,138.0,138.0
06073013424,Census Tract 134.24,73,San Diego,52.0,556.0,12.0,504.0,0.0,544.0,504.0
06073016403,Census Tract 164.03,73,San Diego,0.0,116.0,9.0,116.0,9.0,107.0,107.0
06073020812,Census Tract 208.12,73,San Diego,0.0,55.0,8.0,55.0,8.0,47.0,47.0
06073021102,Census Tract 211.02,73,San Diego,0.0,98.0,1.0,98.0,1.0,97.0,97.0
06073010016,Census Tract 100.16,73,San Diego,0.0,77.0,5.0,77.0,5.0,72.0,72.0
06067007107,Census Tract 71.07,67,Sacramento,5.0,42.0,7.0,37.0,2.0,35.0,35.0
06067008513,Census Tract 85.13,67,Sacramento,4.0,96.0,15.0,92.0,11.0,81.0,81.0
06055200705,Census Tract 2007.05,55,Napa,1.0,64.0,19.0,63.0,18.0,45.0,45.0
06055200804,Census Tract 2008.04,55,Napa,26.0,136.0,20.0,110.0,0.0,116.0,110.0
06055200803,Census Tract 2008.03,55,Napa,0.0,54.0,10.0,54.0,10.0,44.0,44.0
06055200704,Census Tract 2007.04,55,Napa,0.0,93.0,17.0,93.0,17.0,76.0,76.0
06037910505,Census Tract 9105.05,37,Los Angeles,0.0,61.0,10.0,61.0,10.0,51.0,51.0
06037291120,Census Tract 2911.20,37,Los Angeles,0.0,48.0,15.0,48.0,15.0,33.0,33.0
06037480702,Census Tract 4807.02,37,Los Angeles,0.0,89.0,9.0,89.0,9.0,80.0,80.0
06037480703,Census Tract 4807.03,37,Los Angeles,0.0,74.0,12.0,74.0,12.0,62.0,62.0
06013329000,Census Tract 3290,13,Contra Costa,12.0,155.0,13.0,143.0,1.0,142.0,142.0
06073013316,Census Tract 133.16,73,San Diego,4.0,220.0,13.0,216.0,9.0,207.0,207.0
06073019111,Census Tract 191.11,73,San Diego,0.0,81.0,4.0,81.0,4.0,77.0,77.0
06073019110,Census Tract 191.10,73,San Diego,4.0,131.0,3.0,127.0,0.0,128.0,127.0
